dataset,model_key,model,prompt,n_variants,llm_mean,llm_mean_min,llm_mean_max,n_completed,sources
javascript704,gemini,Gemini-3-preview,reasoning,5,0.3206038287,0.1965132863,0.4590855872,5,completed|scaled
javascript704,gemini,Gemini-3-preview,zero_shot,5,0.3049169516,0.2002949853,0.4247159091,0,direct
javascript704,glm5,GLM-5,few_shot,5,0.8181504073,0.7785741942,0.8890124982,5,completed
javascript704,glm5,GLM-5,oap1,3,0.8110064311,0.7961388014,0.825842293,3,completed
javascript704,glm5,GLM-5,oap2,3,0.8079007408,0.8004453727,0.8194209474,3,completed
javascript704,glm5,GLM-5,reasoning,5,0.8407210781,0.7921308756,0.9584011771,5,completed
javascript704,glm5,GLM-5,zero_shot,5,0.8137476535,0.8073746313,0.8223011364,0,direct
javascript704,gpt35,GPT-3.5-turbo,few_shot,5,0.5207883783,0.1463714917,0.719932733,5,completed|scaled
javascript704,gpt35,GPT-3.5-turbo,oap1,3,0.437275998,0.191065077,0.6170478041,3,scaled
javascript704,gpt35,GPT-3.5-turbo,oap2,3,0.416643727,0.1522375248,0.5950696229,3,scaled
javascript704,gpt35,GPT-3.5-turbo,reasoning,5,0.546403656,0.1595002324,0.7761244978,5,completed|scaled
javascript704,gpt35,GPT-3.5-turbo,zero_shot,5,0.5249481262,0.1737463127,0.6745738636,0,direct
javascript704,gpt4o,GPT-4o,few_shot,5,0.6976082915,0.4777327978,0.8446309795,5,completed|scaled
javascript704,gpt4o,GPT-4o,oap1,3,0.6121385816,0.4473937739,0.6971500435,3,scaled
javascript704,gpt4o,GPT-4o,oap2,3,0.6126427279,0.427737505,0.7344025827,3,scaled
javascript704,gpt4o,GPT-4o,reasoning,5,0.7126952473,0.4362837089,0.9105556182,5,completed|scaled
javascript704,gpt4o,GPT-4o,zero_shot,5,0.6903216345,0.4820058997,0.78125,0,direct
javascript704,gpt5,GPT-5-nano,few_shot,5,0.6213267368,0.3110443279,0.8295811911,5,completed
javascript704,gpt5,GPT-5-nano,oap1,3,0.5252563002,0.3118234546,0.685119691,3,completed
javascript704,gpt5,GPT-5-nano,oap2,3,0.5219655086,0.3148381758,0.6797925355,3,completed
javascript704,gpt5,GPT-5-nano,reasoning,5,0.6429472616,0.3102536714,0.8943311727,5,completed
javascript704,gpt5,GPT-5-nano,zero_shot,5,0.6161425651,0.3162241888,0.7673295455,0,direct
javascript704,kimi_k25,Kimi-K2.7,few_shot,5,0.7994544438,0.7570099362,0.8764198182,5,completed
javascript704,kimi_k25,Kimi-K2.7,oap1,3,0.7853491728,0.7589061501,0.8030146019,3,completed
javascript704,kimi_k25,Kimi-K2.7,oap2,3,0.782256285,0.7662432843,0.7967707533,3,completed
javascript704,kimi_k25,Kimi-K2.7,reasoning,5,0.8218401743,0.7550856611,0.9448256206,5,completed
javascript704,kimi_k25,Kimi-K2.7,zero_shot,5,0.7950880766,0.7696165192,0.8119318182,0,direct
javascript704,llama70b,Llama-70B,few_shot,5,0.5342689587,0.1726877672,0.7286931818,5,scaled
javascript704,llama70b,Llama-70B,oap1,3,0.3942877555,0.1669651706,0.5966555424,3,scaled
javascript704,llama70b,Llama-70B,oap2,3,0.4146369421,0.1871625703,0.6046168469,3,scaled
javascript704,llama70b,Llama-70B,reasoning,5,0.5336731101,0.2060134766,0.7398502066,5,scaled
javascript704,llama70b,Llama-70B,zero_shot,5,0.5144893068,0.1693215339,0.6943181818,0,direct
javascript704,llamavl,Llama-3.2-11B-Vision-Instruct,few_shot,5,0.004220263808,0,0.01738206431,5,completed|scaled
javascript704,llamavl,Llama-3.2-11B-Vision-Instruct,oap1,3,0.00123454787,0,0.00370364361,3,completed|scaled
javascript704,llamavl,Llama-3.2-11B-Vision-Instruct,oap2,3,0.001887500566,0,0.004427953829,3,completed|scaled
javascript704,llamavl,Llama-3.2-11B-Vision-Instruct,reasoning,5,0.007043664097,0,0.02408657483,5,completed|scaled
javascript704,llamavl,Llama-3.2-11B-Vision-Instruct,zero_shot,5,0.005596948064,0,0.02160342279,5,completed
javascript704,mistral,Mistral,few_shot,5,0.5795912159,0.2965915387,0.7112108408,5,completed
javascript704,mistral,Mistral,oap1,3,0.2638976804,0.158559677,0.3311763225,3,completed
javascript704,mistral,Mistral,oap2,3,0.2497603046,0.1500654086,0.3134347338,3,completed
javascript704,mistral,Mistral,reasoning,5,0.5721215439,0.2927691179,0.7020448777,5,completed
javascript704,mistral,Mistral,zero_shot,5,0.5995103413,0.3067846608,0.7356534091,0,direct
javascript704,o4mini,O4-mini,few_shot,5,0.7963949808,0.758256496,0.8728877249,5,completed|scaled
javascript704,o4mini,O4-mini,oap1,3,0.7775025336,0.7426881062,0.799200774,3,scaled
javascript704,o4mini,O4-mini,oap2,3,0.7753630114,0.7465549307,0.8106562288,3,scaled
javascript704,o4mini,O4-mini,reasoning,5,0.8108045822,0.7398524348,0.9410178425,5,completed|scaled
javascript704,o4mini,O4-mini,zero_shot,5,0.7809892062,0.7339233038,0.8073863636,0,direct
javascript704,qwen37_plus,Qwen3.7-plus,few_shot,5,0.7840990326,0.7053626503,0.8629057225,5,completed
javascript704,qwen37_plus,Qwen3.7-plus,oap1,3,0.765730463,0.7071294944,0.7959351281,3,completed
javascript704,qwen37_plus,Qwen3.7-plus,oap2,3,0.7624890644,0.7139660498,0.789746326,3,completed
javascript704,qwen37_plus,Qwen3.7-plus,reasoning,5,0.8062293943,0.7035696596,0.9302567307,5,completed
javascript704,qwen37_plus,Qwen3.7-plus,zero_shot,5,0.779700238,0.7171091445,0.8069602273,0,direct
javascript704,qwen3vl,Qwen3-VL-8B-Instruct,few_shot,5,0.187056405,0.04282861822,0.4608730195,5,scaled
javascript704,qwen3vl,Qwen3-VL-8B-Instruct,oap1,3,0.07947757362,0.06200953313,0.1021034059,3,scaled
javascript704,qwen3vl,Qwen3-VL-8B-Instruct,oap2,3,0.0718946913,0.05911925828,0.09533124125,3,scaled
javascript704,qwen3vl,Qwen3-VL-8B-Instruct,reasoning,5,0.193034058,0.07357063253,0.4593831283,5,scaled
javascript704,qwen3vl,Qwen3-VL-8B-Instruct,zero_shot,5,0.1896039506,0.05438971762,0.422632478,5,completed
javascript704,qwencoder32b,Qwen2.5-Coder-32B,few_shot,5,0.6457085625,0.3933850351,0.7827804252,5,completed
javascript704,qwencoder32b,Qwen2.5-Coder-32B,oap1,3,0.4331175699,0.3063176889,0.5396591927,3,completed
javascript704,qwencoder32b,Qwen2.5-Coder-32B,oap2,3,0.4240045377,0.299872596,0.528304466,3,completed
javascript704,qwencoder32b,Qwen2.5-Coder-32B,reasoning,5,0.6257044843,0.3811979503,0.758529855,5,completed
javascript704,qwencoder32b,Qwen2.5-Coder-32B,zero_shot,5,0.6439774403,0.3923303835,0.7806818182,0,direct
javascript704,starchat,StarChat,few_shot,5,0.1569593694,0.08487236642,0.2094846506,5,completed
javascript704,starchat,StarChat,oap1,3,0.116198463,0.07088449311,0.1416570756,3,completed
javascript704,starchat,StarChat,oap2,3,0.1079354612,0.06584381805,0.1315836836,3,completed
javascript704,starchat,StarChat,reasoning,5,0.1652326546,0.08934596554,0.220526529,5,completed
javascript704,starchat,StarChat,zero_shot,5,0.1645335037,0.08896791491,0.2195934125,5,completed
javascript704,starcoder,StarCoder,few_shot,5,0.0574387718,0.01615769825,0.1079745065,5,completed
javascript704,starcoder,StarCoder,oap1,3,0.154316387,0.104925562,0.2011460565,3,completed
javascript704,starcoder,StarCoder,oap2,3,0.1498628116,0.1018974073,0.1953409755,3,completed
javascript704,starcoder,StarCoder,reasoning,5,0.06701190043,0.01885064796,0.1259702576,5,completed
javascript704,starcoder,StarCoder,zero_shot,5,0.06237974142,0.01754760778,0.1172626361,5,completed
