dataset,model_key,model,variant,n_items,llm_mean,llm_median,llm_consensus_rate,st_mean,st_median,st_success_rate,agreement_rate,both_success_rate,neither_success_rate,eval_file,source,is_completed,import_method
java906,deepseek_v4_pro,DeepSeek-V4-Pro,dead_code,906,0.6974613687,0.917218543,0.6953642384,0,0,0,0.3046357616,0,0.3046357616,evaluation/java250/DeepseekV4Pro_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,pool
java906,deepseek_v4_pro,DeepSeek-V4-Pro,encryption,906,0.6016556291,0.6896247241,0.5894039735,0,0,0,0.4105960265,0,0.4105960265,evaluation/java250/DeepseekV4Pro_Results/combined_results_Dataset_Encryption_Description.json,direct,false,pool
java906,deepseek_v4_pro,DeepSeek-V4-Pro,renaming,906,0.6870860927,0.844812362,0.6920529801,0,0,0,0.3079470199,0,0.3079470199,evaluation/java250/DeepseekV4Pro_Results/combined_results_Variable_Renaming_Description.json,direct,false,pool
java906,deepseek_v4_pro,DeepSeek-V4-Pro,with_comments,906,0.7188741722,0.9310154525,0.7218543046,0,0,0,0.2781456954,0,0.2781456954,evaluation/java250/DeepseekV4Pro_Results/combined_results_Data_With_Comments_Description.json,direct,false,pool
java906,deepseek_v4_pro,DeepSeek-V4-Pro,without_comments,906,0.7246136865,0.944812362,0.7240618102,0,0,0,0.2759381898,0,0.2759381898,evaluation/java250/DeepseekV4Pro_Results/combined_results_Data_Without_Comments_Description.json,direct,false,pool
java906,gemini,Gemini-3-preview,dead_code,906,0.7374448124,0.8896247241,0.7726269316,0.5909211336,0.6072009829,0.7538631347,0.729580574,0.6280353201,0.1015452539,evaluation/java250/Gemini_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,pool
java906,gemini,Gemini-3-preview,encryption,906,0.7168322296,0.8896247241,0.7494481236,0.5617358882,0.5844118435,0.6821192053,0.7251655629,0.5783664459,0.146799117,evaluation/java250/Gemini_Results/combined_results_Dataset_Encryption_Description.json,direct,false,pool
java906,gemini,Gemini-3-preview,renaming,906,0.7629415011,0.8930739514,0.8024282561,0.5949110202,0.6095334878,0.7671081678,0.7571743929,0.6633554084,0.09381898455,evaluation/java250/Gemini_Results/combined_results_Variable_Renaming_Description.json,direct,false,pool
java906,gemini,Gemini-3-preview,with_comments,906,0.7594646799,0.8896247241,0.8145695364,0.61816625,0.6347296598,0.8090507726,0.7715231788,0.6975717439,0.07395143488,evaluation/java250/Gemini_Results/combined_results_Data_With_Comments_Description.json,direct,false,pool
java906,gemini,Gemini-3-preview,without_comments,906,0.7620860927,0.9689569536,0.8112582781,0.6172613945,0.6375155603,0.8112582781,0.7770419426,0.6997792494,0.07726269316,evaluation/java250/Gemini_Results/combined_results_Data_Without_Comments_Description.json,direct,false,pool
java906,glm5,GLM-5,dead_code,906,0.7554083885,0.972406181,0.7593818985,0.6018302033,0.6200528122,0.798013245,0.7273730684,0.642384106,0.08498896247,evaluation/java250/GLM5_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,pool
java906,glm5,GLM-5,encryption,906,0.7278145695,0.944812362,0.7240618102,0.56440425,0.5836621878,0.6953642384,0.7174392936,0.5684326711,0.1490066225,evaluation/java250/GLM5_Results/combined_results_Dataset_Encryption_Description.json,direct,false,pool
java906,glm5,GLM-5,renaming,906,0.7437086093,0.9586092715,0.7428256071,0.6071944845,0.6290450538,0.8035320088,0.7317880795,0.6390728477,0.09271523179,evaluation/java250/GLM5_Results/combined_results_Variable_Renaming_Description.json,direct,false,pool
java906,glm5,GLM-5,with_comments,906,0.7309050773,0.917218543,0.7472406181,0.6244339164,0.6418480743,0.8388520971,0.7516556291,0.6688741722,0.08278145695,evaluation/java250/GLM5_Results/combined_results_Data_With_Comments_Description.json,direct,false,pool
java906,glm5,GLM-5,without_comments,905,0.7426519337,0.9447513812,0.7535911602,0.6256530128,0.6449245445,0.8397790055,0.7370165746,0.6651933702,0.07182320442,evaluation/java250/GLM5_Results/combined_results_Data_Without_Comments_Description.json,direct,false,pool
java906,gpt35,GPT-3.5-turbo,dead_code,906,0.6410871965,0.8137693157,0.6556291391,0.5644464304,0.5705089585,0.7030905077,0.7075055188,0.5331125828,0.174392936,evaluation/java250/GPT3.5_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,pool
java906,gpt35,GPT-3.5-turbo,encryption,906,0.4869481236,0.5344370861,0.4646799117,0.5129245832,0.5178093739,0.5772626932,0.7086092715,0.3752759382,0.3333333333,evaluation/java250/GPT3.5_Results/combined_results_Dataset_Encryption_Description.json,direct,false,pool
java906,gpt35,GPT-3.5-turbo,renaming,906,0.6396799117,0.7723785872,0.6545253863,0.5598235258,0.5639299152,0.6843267108,0.7097130243,0.5242825607,0.1854304636,evaluation/java250/GPT3.5_Results/combined_results_Variable_Renaming_Description.json,direct,false,pool
java906,gpt35,GPT-3.5-turbo,with_comments,906,0.6852649007,0.817218543,0.7185430464,0.6058543166,0.6207134885,0.7825607064,0.7262693157,0.6136865342,0.1125827815,evaluation/java250/GPT3.5_Results/combined_results_Data_With_Comments_Description.json,direct,false,pool
java906,gpt35,GPT-3.5-turbo,without_comments,906,0.6909492274,0.8896247241,0.7229580574,0.6055980205,0.6218701949,0.7814569536,0.7494481236,0.6269315673,0.1225165563,evaluation/java250/GPT3.5_Results/combined_results_Data_Without_Comments_Description.json,direct,false,pool
java906,gpt4o,GPT-4o,dead_code,906,0.6728200883,0.8896247241,0.6821192053,0.5705376376,0.580032845,0.6754966887,0.710816777,0.5342163355,0.1766004415,evaluation/java250/GPT4o_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,pool
java906,gpt4o,GPT-4o,encryption,906,0.560209713,0.7068432671,0.5386313466,0.5272131616,0.5343009979,0.5662251656,0.733995585,0.4194260486,0.3145695364,evaluation/java250/GPT4o_Results/combined_results_Dataset_Encryption_Description.json,direct,false,pool
java906,gpt4o,GPT-4o,renaming,906,0.6842715232,0.817218543,0.7086092715,0.5553216561,0.5666442125,0.6622516556,0.6953642384,0.5331125828,0.1622516556,evaluation/java250/GPT4o_Results/combined_results_Variable_Renaming_Description.json,direct,false,pool
java906,gpt4o,GPT-4o,with_comments,906,0.7169701987,0.8896247241,0.7549668874,0.5925764652,0.6074324784,0.7395143488,0.7240618102,0.6092715232,0.114790287,evaluation/java250/GPT4o_Results/combined_results_Data_With_Comments_Description.json,direct,false,pool
java906,gpt4o,GPT-4o,without_comments,906,0.717218543,0.8896247241,0.7483443709,0.5920136677,0.6067215778,0.7317880795,0.7185430464,0.5993377483,0.119205298,evaluation/java250/GPT4o_Results/combined_results_Data_Without_Comments_Description.json,direct,false,pool
java906,gpt5,GPT-5.4-mini,dead_code,906,0.6779249448,0.844812362,0.6821192053,0.5682728956,0.5831624738,0.706401766,0.7130242826,0.5507726269,0.1622516556,evaluation/java250/GPT5_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,pool
java906,gpt5,GPT-5.4-mini,encryption,906,0.5842163355,0.6534216336,0.5739514349,0.5146458773,0.5206969556,0.582781457,0.7041942605,0.4304635762,0.2737306843,evaluation/java250/GPT5_Results/combined_results_Dataset_Encryption_Description.json,direct,false,pool
java906,gpt5,GPT-5.4-mini,renaming,906,0.6890728477,0.817218543,0.6898454746,0.5662295838,0.5841435941,0.7218543046,0.7207505519,0.5662251656,0.1545253863,evaluation/java250/GPT5_Results/combined_results_Variable_Renaming_Description.json,direct,false,pool
java906,gpt5,GPT-5.4-mini,with_comments,906,0.7035320088,0.872406181,0.7196467991,0.5854757844,0.6011209561,0.7671081678,0.7163355408,0.6015452539,0.114790287,evaluation/java250/GPT5_Results/combined_results_Data_With_Comments_Description.json,direct,false,pool
java906,gpt5,GPT-5.4-mini,without_comments,906,0.7047461369,0.844812362,0.7185430464,0.5815029811,0.5991353913,0.7461368653,0.7119205298,0.5883002208,0.1236203091,evaluation/java250/GPT5_Results/combined_results_Data_Without_Comments_Description.json,direct,false,pool
java906,kimi_k25,Kimi-K2.7,dead_code,906,0.7144591611,0.8862030905,0.7174392936,0.5920230913,0.6089207356,0.766004415,0.706401766,0.5949227373,0.1114790287,evaluation/java250/KimiK25_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,pool
java906,kimi_k25,Kimi-K2.7,encryption,906,0.6632450331,0.817218543,0.6523178808,0.5536026723,0.5727680451,0.6699779249,0.6865342163,0.504415011,0.1821192053,evaluation/java250/KimiK25_Results/combined_results_Dataset_Encryption_Description.json,direct,false,pool
java906,kimi_k25,Kimi-K2.7,renaming,906,0.7169977925,0.8586092715,0.7119205298,0.5918531939,0.6015664517,0.7604856512,0.706401766,0.5894039735,0.1169977925,evaluation/java250/KimiK25_Results/combined_results_Variable_Renaming_Description.json,direct,false,pool
java906,kimi_k25,Kimi-K2.7,with_comments,906,0.7261589404,0.944812362,0.7218543046,0.6140480497,0.6285297829,0.8167770419,0.7284768212,0.6335540839,0.09492273731,evaluation/java250/KimiK25_Results/combined_results_Data_With_Comments_Description.json,direct,false,pool
java906,kimi_k25,Kimi-K2.7,without_comments,906,0.7251655629,0.872406181,0.738410596,0.6177172843,0.6365631783,0.8200883002,0.7240618102,0.6412803532,0.08278145695,evaluation/java250/KimiK25_Results/combined_results_Data_Without_Comments_Description.json,direct,false,pool
java906,llama70b,Llama-70B,dead_code,906,0.6020281457,0.7068432671,0.6081677704,0.579458841,0.5846614872,0.6942604857,0.7373068433,0.5198675497,0.2174392936,evaluation/java250/llama70B_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,pool
java906,llama70b,Llama-70B,encryption,906,0.4947295806,0.5792494481,0.4768211921,0.5044957816,0.5072201773,0.559602649,0.7428256071,0.3896247241,0.353200883,evaluation/java250/llama70B_Results/combined_results_Dataset_Encryption_Description.json,direct,false,pool
java906,llama70b,Llama-70B,renaming,906,0.6453090508,0.8068432671,0.6490066225,0.5579674638,0.557254231,0.6810154525,0.7428256071,0.5364238411,0.206401766,evaluation/java250/llama70B_Results/combined_results_Variable_Renaming_Description.json,direct,false,pool
java906,llama70b,Llama-70B,with_comments,906,0.6790286976,0.8861754967,0.7075055188,0.6222538649,0.6379063082,0.7858719647,0.7626931567,0.6280353201,0.1346578366,evaluation/java250/llama70B_Results/combined_results_Data_With_Comments_Description.json,direct,false,pool
java906,llama70b,Llama-70B,without_comments,906,0.6638520971,0.8620309051,0.6821192053,0.6159436789,0.633035788,0.7637969095,0.766004415,0.6059602649,0.1600441501,evaluation/java250/llama70B_Results/combined_results_Data_Without_Comments_Description.json,direct,false,pool
java906,llamavl,Llama-3.2-11B-Vision-Instruct,dead_code,906,0.001665154007,0,0,0.1556969937,0.1235722794,0.008416781307,0.988737341,0,0.5683179435,evaluation/java250/LlamaVL_Results/combined_results_Dataset_DeadCode_Description.json,pooled,true,combined_results
java906,llamavl,Llama-3.2-11B-Vision-Instruct,encryption,906,0,0,0,0.1523324685,0.1414169314,0,0.9927081736,0,0.5706003449,evaluation/java250/LlamaVL_Results/combined_results_Dataset_Encryption_Description.json,pooled,true,combined_results
java906,llamavl,Llama-3.2-11B-Vision-Instruct,renaming,906,0.004995462022,0,0.006053527731,0.1713913642,0.1521661844,0.01683356261,0.9807956755,0,0.5637531407,evaluation/java250/LlamaVL_Results/combined_results_Variable_Renaming_Description.json,pooled,true,combined_results
java906,llamavl,Llama-3.2-11B-Vision-Instruct,with_comments,906,0.02897367973,0,0.01210705546,0.2877176426,0.2233512157,0.1767524074,0.909320687,0.008220588036,0.5203875146,evaluation/java250/LlamaVL_Results/combined_results_Data_With_Comments_Description.json,pooled,true,combined_results
java906,llamavl,Llama-3.2-11B-Vision-Instruct,without_comments,906,0.001665154007,0,0,0.1997472065,0.1821050646,0.02525034392,0.9807956755,0,0.5637531407,evaluation/java250/LlamaVL_Results/combined_results_Data_Without_Comments_Description.json,pooled,true,combined_results
java906,mistral,Mistral,dead_code,906,0.5735237307,0.6585540839,0.5618101545,0.5431405501,0.5498275295,0.6313465784,0.7075055188,0.4503311258,0.2571743929,evaluation/java250/mistral_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,pool
java906,mistral,Mistral,encryption,906,0.4532836645,0.5068432671,0.4392935982,0.4892175237,0.495435453,0.5187637969,0.6821192053,0.3200883002,0.3620309051,evaluation/java250/mistral_Results/combined_results_Dataset_Encryption_Description.json,direct,false,pool
java906,mistral,Mistral,renaming,906,0.5926600442,0.6516556291,0.5938189845,0.5321574149,0.5447461871,0.5971302428,0.6986754967,0.444812362,0.2538631347,evaluation/java250/mistral_Results/combined_results_Variable_Renaming_Description.json,direct,false,pool
java906,mistral,Mistral,with_comments,906,0.6883002208,0.8620309051,0.701986755,0.585419851,0.5967313043,0.7306843267,0.7041942605,0.5684326711,0.1357615894,evaluation/java250/mistral_Results/combined_results_Data_With_Comments_Description.json,direct,false,pool
java906,mistral,Mistral,without_comments,906,0.633692053,0.7275386313,0.6368653422,0.580287307,0.5891530794,0.7185430464,0.7041942605,0.5298013245,0.174392936,evaluation/java250/mistral_Results/combined_results_Data_Without_Comments_Description.json,direct,false,pool
java906,o4mini,O4-mini,dead_code,906,0.7112030905,0.817218543,0.7549668874,0.5959713829,0.6144124687,0.789183223,0.7406181015,0.642384106,0.09823399558,evaluation/java250/O4-mini_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,pool
java906,o4mini,O4-mini,encryption,906,0.6430739514,0.817218543,0.6611479029,0.5597958862,0.5768911736,0.6887417219,0.7008830022,0.5253863135,0.1754966887,evaluation/java250/O4-mini_Results/combined_results_Dataset_Encryption_Description.json,direct,false,pool
java906,o4mini,O4-mini,renaming,906,0.7127483444,0.817218543,0.7560706402,0.5995849758,0.6182612447,0.7814569536,0.7428256071,0.6401766004,0.1026490066,evaluation/java250/O4-mini_Results/combined_results_Variable_Renaming_Description.json,direct,false,pool
java906,o4mini,O4-mini,with_comments,906,0.7285871965,0.844812362,0.7814569536,0.6091506071,0.624866388,0.7991169978,0.7505518764,0.6655629139,0.08498896247,evaluation/java250/O4-mini_Results/combined_results_Data_With_Comments_Description.json,direct,false,pool
java906,o4mini,O4-mini,without_comments,906,0.7298013245,0.844812362,0.7825607064,0.6105104894,0.6301649742,0.8079470199,0.7494481236,0.6699779249,0.07947019868,evaluation/java250/O4-mini_Results/combined_results_Data_Without_Comments_Description.json,direct,false,pool
java906,qwen37_plus,Qwen3.7-plus,dead_code,906,0.7277041943,0.944812362,0.7196467991,0.5943795263,0.6207201511,0.7637969095,0.706401766,0.5949227373,0.1114790287,evaluation/java250/Qwen37Plus_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,pool
java906,qwen37_plus,Qwen3.7-plus,encryption,906,0.670419426,0.817218543,0.6666666667,0.566346692,0.5893538292,0.6832229581,0.6964679912,0.5231788079,0.1732891832,evaluation/java250/Qwen37Plus_Results/combined_results_Dataset_Encryption_Description.json,direct,false,pool
java906,qwen37_plus,Qwen3.7-plus,renaming,906,0.7233995585,0.917218543,0.7284768212,0.5880526841,0.6184339104,0.7527593819,0.7086092715,0.5949227373,0.1136865342,evaluation/java250/Qwen37Plus_Results/combined_results_Variable_Renaming_Description.json,direct,false,pool
java906,qwen37_plus,Qwen3.7-plus,with_comments,906,0.7267755253,0.917218543,0.733995585,0.593496502,0.6333615333,0.7781456954,0.710816777,0.6114790287,0.09933774834,evaluation/java250/Qwen37Plus_Results/combined_results_Data_With_Comments_Description.json,direct,false,pool
java906,qwen37_plus,Qwen3.7-plus,without_comments,906,0.725607064,0.944812362,0.7328918322,0.5956569054,0.6376569168,0.7781456954,0.738410596,0.6247240618,0.1136865342,evaluation/java250/Qwen37Plus_Results/combined_results_Data_Without_Comments_Description.json,direct,false,pool
java906,qwen3vl,Qwen3-VL-8B-Instruct,dead_code,906,0.1012413637,0,0.04842822184,0.4373029132,0.4181860037,0.2693370018,0.8656415274,0.03288235214,0.4884338952,evaluation/java250/Qwen3VL_Results/combined_results_Dataset_DeadCode_Description.json,pooled,true,combined_results
java906,qwen3vl,Qwen3-VL-8B-Instruct,encryption,906,0.06893737591,0,0.03632116638,0.3754624899,0.3413149592,0.2104195327,0.9013790216,0.03288235214,0.5089755076,evaluation/java250/Qwen3VL_Results/combined_results_Dataset_Encryption_Description.json,pooled,true,combined_results
java906,qwen3vl,Qwen3-VL-8B-Instruct,renaming,906,0.130881105,0,0.0786958605,0.4277514786,0.3973653106,0.3535048149,0.7981373716,0.02466176411,0.4519154731,evaluation/java250/Qwen3VL_Results/combined_results_Variable_Renaming_Description.json,pooled,true,combined_results
java906,qwen3vl,Qwen3-VL-8B-Instruct,with_comments,906,0.5668184241,0.5411750524,0.4782286907,0.6335874118,0.6455373711,0.848785872,0.5559165773,0.3370441094,0.2259577366,evaluation/java250/Qwen3VL_Results/combined_results_Data_With_Comments_Description.json,pooled,true,combined_results
java906,qwen3vl,Qwen3-VL-8B-Instruct,without_comments,906,0.394308469,0.2497731011,0.314783442,0.5702231276,0.5611884953,0.6480921607,0.6869540561,0.2137352889,0.3355130028,evaluation/java250/Qwen3VL_Results/combined_results_Data_Without_Comments_Description.json,pooled,true,combined_results
java906,qwencoder32b,Qwen2.5-Coder-32B,dead_code,906,0.6073951435,0.7792494481,0.582781457,0.5605244246,0.567929754,0.6633554084,0.6854304636,0.4657836645,0.2196467991,evaluation/java250/qwencoder32B_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,pool
java906,qwencoder32b,Qwen2.5-Coder-32B,encryption,906,0.4614790287,0.5068432671,0.4337748344,0.5026998674,0.5110900184,0.5386313466,0.6986754967,0.3355408389,0.3631346578,evaluation/java250/qwencoder32B_Results/combined_results_Dataset_Encryption_Description.json,direct,false,pool
java906,qwencoder32b,Qwen2.5-Coder-32B,renaming,906,0.6290286976,0.7792494481,0.6181015453,0.5407678228,0.5467508475,0.6114790287,0.6953642384,0.4624724062,0.2328918322,evaluation/java250/qwencoder32B_Results/combined_results_Variable_Renaming_Description.json,direct,false,pool
java906,qwencoder32b,Qwen2.5-Coder-32B,with_comments,906,0.6894039735,0.8344370861,0.6832229581,0.5928979725,0.6054622481,0.7417218543,0.7097130243,0.5673289183,0.142384106,evaluation/java250/qwencoder32B_Results/combined_results_Data_With_Comments_Description.json,direct,false,pool
java906,qwencoder32b,Qwen2.5-Coder-32B,without_comments,906,0.6803532009,0.7792494481,0.674392936,0.5906453771,0.5995079634,0.7273730684,0.706401766,0.5540838852,0.1523178808,evaluation/java250/qwencoder32B_Results/combined_results_Data_Without_Comments_Description.json,direct,false,pool
java906,starchat,StarChat,dead_code,906,0.2303241023,,,0.6061332893,,,,,,results/llm_performance_by_transformation_complexity.csv,pooled,true,paper_csv_fallback
java906,starchat,StarChat,encryption,906,0.1127642294,,,0.6061332893,,,,,,results/llm_performance_by_transformation_complexity.csv,pooled,true,paper_csv_fallback
java906,starchat,StarChat,renaming,906,0.2273268251,,,0.6061332893,,,,,,results/llm_performance_by_transformation_complexity.csv,pooled,true,paper_csv_fallback
java906,starchat,StarChat,with_comments,906,0.2945102388,,,0.6061332893,,,,,,results/llm_performance_by_transformation_complexity.csv,pooled,true,paper_csv_fallback
java906,starchat,StarChat,without_comments,906,0.2223535651,,,0.6061332893,,,,,,results/llm_performance_by_transformation_complexity.csv,pooled,true,paper_csv_fallback
java906,starcoder,StarCoder,dead_code,906,0.1233546088,,,0.1884627561,,,,,,results/llm_performance_by_transformation_complexity.csv,pooled,true,paper_csv_fallback
java906,starcoder,StarCoder,encryption,906,0.07752957059,,,0.1884627561,,,,,,results/llm_performance_by_transformation_complexity.csv,pooled,true,paper_csv_fallback
java906,starcoder,StarCoder,renaming,906,0.1499304669,,,0.1884627561,,,,,,results/llm_performance_by_transformation_complexity.csv,pooled,true,paper_csv_fallback
java906,starcoder,StarCoder,with_comments,906,0.02353417664,,,0.1884627561,,,,,,results/llm_performance_by_transformation_complexity.csv,pooled,true,paper_csv_fallback
java906,starcoder,StarCoder,without_comments,906,0.03285903907,,,0.1884627561,,,,,,results/llm_performance_by_transformation_complexity.csv,pooled,true,paper_csv_fallback
javascript250,gpt4o,GPT-4o,with_comments,250,0.768,1.0,0.784,0.3709513210728764,0.35455119609832764,0.24,0.432,0.228,0.204,evaluation/javascript250/GPT4o_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript250,gpt4o,GPT-4o,without_comments,250,0.778,1.0,0.78,0.37832504162192343,0.37599271535873413,0.244,0.456,0.24,0.216,evaluation/javascript250/GPT4o_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript250,gpt4o,GPT-4o,renaming,250,0.694,0.9,0.696,0.3239180079214275,0.30126872658729553,0.16,0.448,0.152,0.296,evaluation/javascript250/GPT4o_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript250,gpt4o,GPT-4o,dead_code,250,0.5196000000000001,0.6,0.512,0.2491394096389413,0.22430629283189774,0.092,0.58,0.092,0.488,evaluation/javascript250/GPT4o_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript250,gpt4o,GPT-4o,encryption,250,0.4064,0.1,0.396,0.19643694096338005,0.17344998568296432,0.06,0.664,0.06,0.604,evaluation/javascript250/GPT4o_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript250,gpt35,GPT-3.5-turbo,with_comments,250,0.5376000000000001,0.6499999999999999,0.512,0.34168609634041786,0.3366905152797699,0.192,0.64,0.172,0.468,evaluation/javascript250/GPT3.5_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript250,gpt35,GPT-3.5-turbo,without_comments,250,0.5072,0.6,0.516,0.3375269248336554,0.311455637216568,0.196,0.648,0.18,0.468,evaluation/javascript250/GPT3.5_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript250,gpt35,GPT-3.5-turbo,renaming,250,0.4068,0.2,0.38,0.2878316997215152,0.2600023001432419,0.128,0.7,0.104,0.596,evaluation/javascript250/GPT3.5_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript250,gpt35,GPT-3.5-turbo,dead_code,250,0.2248,0.0,0.2,0.22860910072922708,0.19013721495866776,0.072,0.856,0.064,0.792,evaluation/javascript250/GPT3.5_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript250,gpt35,GPT-3.5-turbo,encryption,250,0.10080000000000001,0.0,0.08,0.17203061032481493,0.15233787894248962,0.028,0.924,0.016,0.908,evaluation/javascript250/GPT3.5_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript250,o4mini,O4-mini,with_comments,250,0.8783999999999998,1.0,0.884,0.43121540597081187,0.4302348345518112,0.352,0.444,0.34,0.104,evaluation/javascript250/O4-mini_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript250,o4mini,O4-mini,without_comments,250,0.882,1.0,0.88,0.42966907846927643,0.43704724311828613,0.344,0.424,0.324,0.1,evaluation/javascript250/O4-mini_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript250,o4mini,O4-mini,renaming,250,0.8403999999999999,1.0,0.848,0.4026482408344746,0.39791834354400635,0.276,0.396,0.26,0.136,evaluation/javascript250/O4-mini_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript250,o4mini,O4-mini,dead_code,250,0.8208,1.0,0.82,0.3734431475102901,0.37754490971565247,0.244,0.4,0.232,0.168,evaluation/javascript250/O4-mini_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript250,o4mini,O4-mini,encryption,250,0.7584,1.0,0.76,0.33699643079936503,0.3212544620037079,0.16,0.392,0.156,0.236,evaluation/javascript250/O4-mini_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript250,gemini,Gemini-3-preview,with_comments,250,0.2864,0.0,0.288,0.33183128318935634,0.3309900164604187,0.176,0.624,0.044,0.58,evaluation/javascript250/Gemini_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript250,gemini,Gemini-3-preview,without_comments,250,0.2548,0.0,0.248,0.31603213065490127,0.3233964592218399,0.172,0.668,0.044,0.624,evaluation/javascript250/Gemini_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript250,gemini,Gemini-3-preview,renaming,250,0.1336,0.0,0.124,0.27824154263176026,0.24262841045856476,0.124,0.816,0.032,0.784,evaluation/javascript250/Gemini_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript250,gemini,Gemini-3-preview,dead_code,250,0.15680000000000002,0.0,0.156,0.2584643008057028,0.24248942732810974,0.08,0.844,0.04,0.804,evaluation/javascript250/Gemini_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript250,gemini,Gemini-3-preview,encryption,250,0.21080000000000002,0.0,0.208,0.2745261224657297,0.2629117965698242,0.088,0.768,0.032,0.736,evaluation/javascript250/Gemini_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript250,llama70b,Llama-70B,with_comments,250,0.5924,0.9,0.592,0.37055306681990624,0.33869844675064087,0.244,0.612,0.224,0.388,evaluation/javascript250/llama70B_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript250,llama70b,Llama-70B,without_comments,250,0.5772,0.8,0.568,0.3784744799733162,0.36638981103897095,0.24,0.6,0.204,0.396,evaluation/javascript250/llama70B_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript250,llama70b,Llama-70B,renaming,250,0.392,0.2,0.372,0.2999304505214095,0.26057806611061096,0.156,0.76,0.144,0.616,evaluation/javascript250/llama70B_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript250,llama70b,Llama-70B,dead_code,250,0.22999999999999998,0.0,0.204,0.22953514661081134,0.1999242827296257,0.072,0.844,0.06,0.784,evaluation/javascript250/llama70B_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript250,llama70b,Llama-70B,encryption,250,0.1584,0.0,0.14,0.20388874951004982,0.17139068245887756,0.056,0.892,0.044,0.848,evaluation/javascript250/llama70B_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript250,mistral,Mistral,with_comments,250,0.7163999999999999,1.0,0.72,0.3539380474947393,0.340430349111557,0.236,0.468,0.212,0.256,evaluation/javascript250/mistral_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript250,mistral,Mistral,without_comments,250,0.7416,1.0,0.748,0.36025872315466406,0.342141255736351,0.24,0.444,0.216,0.228,evaluation/javascript250/mistral_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript250,mistral,Mistral,renaming,250,0.558,0.8,0.544,0.30769630205631254,0.2806413918733597,0.148,0.564,0.128,0.436,evaluation/javascript250/mistral_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript250,mistral,Mistral,dead_code,250,0.38520000000000004,0.1,0.372,0.2408821742106229,0.21842394024133682,0.092,0.688,0.076,0.612,evaluation/javascript250/mistral_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript250,mistral,Mistral,encryption,250,0.2368,0.0,0.22,0.16657457005418838,0.14520496129989624,0.036,0.808,0.032,0.776,evaluation/javascript250/mistral_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript250,deepseek_v31,DeepSeek-V3.1,with_comments,250,0.8152,1.0,0.836,0.4161952196061611,0.40686625242233276,0.316,0.44,0.296,0.144,evaluation/javascript250/deepseek-v3.1_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript250,deepseek_v31,DeepSeek-V3.1,without_comments,250,0.8204000000000001,1.0,0.84,0.4218351853042841,0.4242769777774811,0.336,0.472,0.324,0.148,evaluation/javascript250/deepseek-v3.1_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript250,deepseek_v31,DeepSeek-V3.1,renaming,250,0.8024000000000001,1.0,0.816,0.3864657124876976,0.38011695444583893,0.256,0.392,0.232,0.16,evaluation/javascript250/deepseek-v3.1_Results/combined_results_Variable_Renaming_Description.json,direct,false,
