dataset,model_key,model,problem_id,s_enc,s_dead,s_lex,source,is_completed
java906,mistral,Mistral,p02576,0.61,0.6125,0.441667,direct,false
java906,mistral,Mistral,p02577,0.18,0.775,0.625,direct,false
java906,mistral,Mistral,p02578,0.45,0.5,0.475,direct,false
java906,mistral,Mistral,p02582,0.41,0.4,0.366667,direct,false
java906,mistral,Mistral,p02595,0.58,0.45,0.416667,direct,false
java906,mistral,Mistral,p02612,0.55,0.55,0.5,direct,false
java906,mistral,Mistral,p02613,0.4,0.625,0.533333,direct,false
java906,mistral,Mistral,p02621,0.29,0.6125,0.504167,direct,false
java906,mistral,Mistral,p02622,0.52,0.45,0.425,direct,false
java906,mistral,Mistral,p02627,0.18,0.4875,0.65,direct,false
java906,mistral,Mistral,p02628,0.55,0.6125,0.483333,direct,false
java906,mistral,Mistral,p02629,0.24,0.2125,0.516667,direct,false
java906,mistral,Mistral,p02639,0.55,0.5875,0.458333,direct,false
java906,mistral,Mistral,p02640,0.22,0.45,0.45,direct,false
java906,mistral,Mistral,p02641,0.46,0.4375,0.358333,direct,false
java906,mistral,Mistral,p02657,0.66,0.6,0.458333,direct,false
java906,mistral,Mistral,p02658,0.38,0.325,0.391667,direct,false
java906,mistral,Mistral,p02659,0.22,0.625,0.5,direct,false
java906,mistral,Mistral,p02675,0.24,0.475,0.55,direct,false
java906,mistral,Mistral,p02676,0.76,0.775,0.5375,direct,false
java906,mistral,Mistral,p02677,0.33,0.525,0.583333,direct,false
java906,mistral,Mistral,p02681,0.22,0.4,0.5,direct,false
java906,mistral,Mistral,p02682,0.47,0.25,0.416667,direct,false
java906,mistral,Mistral,p02687,0.38,0.675,0.466667,direct,false
java906,mistral,Mistral,p02688,0.39,0.4125,0.45,direct,false
java906,mistral,Mistral,p02693,0.44,0.625,0.491667,direct,false
java906,mistral,Mistral,p02694,0.66,0.65,0.558333,direct,false
java906,mistral,Mistral,p02699,0.23,0.475,0.591667,direct,false
java906,mistral,Mistral,p02700,0.21,0.35,0.316667,direct,false
java906,mistral,Mistral,p02701,0.6,0.6375,0.566667,direct,false
java906,mistral,Mistral,p02705,0.6,0.675,0.525,direct,false
java906,mistral,Mistral,p02706,0.41,0.5875,0.425,direct,false
java906,mistral,Mistral,p02707,0.49,0.2875,0.325,direct,false
java906,mistral,Mistral,p02711,0.48,0.65,0.520833,direct,false
java906,mistral,Mistral,p02712,0.26,0.4125,0.166667,direct,false
java906,mistral,Mistral,p02713,0.2,0.3125,0.583333,direct,false
java906,mistral,Mistral,p02717,0.66,0.55,0.433333,direct,false
java906,mistral,Mistral,p02718,0.41,0.325,0.616667,direct,false
java906,mistral,Mistral,p02719,0.62,0.5875,0.458333,direct,false
java906,mistral,Mistral,p02723,0.21,0.5875,0.508333,direct,false
java906,mistral,Mistral,p02724,0.58,0.5375,0.525,direct,false
java906,mistral,Mistral,p02725,0.55,0.525,0.425,direct,false
java906,mistral,Mistral,p02729,0.35,0.5375,0.341667,direct,false
java906,mistral,Mistral,p02730,0.27,0.5875,0.491667,direct,false
java906,mistral,Mistral,p02731,0.4,0.525,0.35,direct,false
java906,mistral,Mistral,p02753,0.22,0.3125,0.316667,direct,false
java906,mistral,Mistral,p02754,0.42,0.4125,0.341667,direct,false
java906,mistral,Mistral,p02755,0.47,0.575,0.3,direct,false
java906,mistral,Mistral,p02759,0.56,0.475,0.425,direct,false
java906,mistral,Mistral,p02766,0.59,0.6375,0.591667,direct,false
java906,mistral,Mistral,p02767,0.48,0.6,0.458333,direct,false
java906,mistral,Mistral,p02771,0.26,0.4875,0.558333,direct,false
java906,mistral,Mistral,p02772,0.3,0.4875,0.441667,direct,false
java906,mistral,Mistral,p02773,0.62,0.5375,0.458333,direct,false
java906,mistral,Mistral,p02777,0.56,0.6625,0.475,direct,false
java906,mistral,Mistral,p02778,0.29,0.6375,0.533333,direct,false
java906,mistral,Mistral,p02779,0.3,0.5625,0.408333,direct,false
java906,mistral,Mistral,p02783,0.73,0.7375,0.458333,direct,false
java906,mistral,Mistral,p02784,0.42,0.55,0.433333,direct,false
java906,mistral,Mistral,p02785,0.54,0.5875,0.383333,direct,false
java906,mistral,Mistral,p02786,0.58,0.6,0.4,direct,false
java906,mistral,Mistral,p02790,0.51,0.5,0.491667,direct,false
java906,mistral,Mistral,p02791,0.52,0.5625,0.4,direct,false
java906,mistral,Mistral,p02801,0.16,0.25,0.65,direct,false
java906,mistral,Mistral,p02802,0.29,0.525,0.416667,direct,false
java906,mistral,Mistral,p02812,0.45,0.675,0.608333,direct,false
java906,mistral,Mistral,p02818,0.59,0.5375,0.416667,direct,false
java906,mistral,Mistral,p02819,0.62,0.675,0.625,direct,false
java906,mistral,Mistral,p02829,0.45,0.5,0.6,direct,false
java906,mistral,Mistral,p02830,0.66,0.5375,0.5,direct,false
java906,mistral,Mistral,p02831,0.4,0.55,0.366667,direct,false
java906,mistral,Mistral,p02832,0.52,0.525,0.441667,direct,false
java906,mistral,Mistral,p02835,0.49,0.7625,0.558333,direct,false
java906,mistral,Mistral,p02836,0.37,0.5875,0.525,direct,false
java906,mistral,Mistral,p02847,0.26,0.525,0.55,direct,false
java906,mistral,Mistral,p02848,0.24,0.6125,0.316667,direct,false
java906,mistral,Mistral,p02860,0.21,0.725,0.566667,direct,false
java906,mistral,Mistral,p02879,0.6,0.6,0.483333,direct,false
java906,mistral,Mistral,p02880,0.24,0.575,0.425,direct,false
java906,mistral,Mistral,p02881,0.31,0.275,0.241667,direct,false
java906,mistral,Mistral,p02886,0.64,0.65,0.366667,direct,false
java906,mistral,Mistral,p02887,0.59,0.425,0.425,direct,false
java906,mistral,Mistral,p02897,0.52,0.4875,0.508333,direct,false
java906,mistral,Mistral,p02898,0.69,0.85,0.541667,direct,false
java906,mistral,Mistral,p02899,0.56,0.6125,0.358333,direct,false
java906,mistral,Mistral,p02909,0.4,0.6375,0.45,direct,false
java906,mistral,Mistral,p02910,0.23,0.5375,0.458333,direct,false
java906,mistral,Mistral,p02911,0.43,0.5125,0.425,direct,false
java906,mistral,Mistral,p02916,0.7,0.725,0.4,direct,false
java906,mistral,Mistral,p02917,0.19,0.6875,0.558333,direct,false
java906,mistral,Mistral,p02921,0.44,0.5875,0.516667,direct,false
java906,mistral,Mistral,p02922,0.58,0.625,0.466667,direct,false
java906,mistral,Mistral,p02923,0.66,0.5375,0.4,direct,false
java906,mistral,Mistral,p02934,0.79,0.675,0.5,direct,false
java906,mistral,Mistral,p02935,0.56,0.425,0.316667,direct,false
java906,mistral,Mistral,p02945,0.7,0.65,0.541667,direct,false
java906,mistral,Mistral,p02946,0.28,0.6,0.458333,direct,false
java906,mistral,Mistral,p02947,0.53,0.66875,0.533333,direct,false
java906,mistral,Mistral,p02951,0.53,0.55,0.5,direct,false
java906,mistral,Mistral,p02952,0.55,0.65,0.466667,direct,false
java906,mistral,Mistral,p02953,0.5,0.4875,0.633333,direct,false
java906,mistral,Mistral,p02957,0.38,0.4125,0.408333,direct,false
java906,mistral,Mistral,p02958,0.32,0.5625,0.4,direct,false
java906,mistral,Mistral,p02959,0.54,0.4875,0.308333,direct,false
java906,mistral,Mistral,p02970,0.7,0.65,0.441667,direct,false
java906,mistral,Mistral,p02971,0.45,0.5375,0.4,direct,false
java906,mistral,Mistral,p02981,0.56,0.55625,0.483333,direct,false
java906,mistral,Mistral,p02982,0.45,0.725,0.5,direct,false
java906,mistral,Mistral,p02983,0.24,0.5625,0.425,direct,false
java906,mistral,Mistral,p02987,0.27,0.4125,0.366667,direct,false
java906,mistral,Mistral,p02988,0.31,0.4,0.441667,direct,false
java906,mistral,Mistral,p02989,0.4,0.275,0.433333,direct,false
java906,mistral,Mistral,p02993,0.6,0.675,0.5,direct,false
java906,mistral,Mistral,p02994,0.44,0.3375,0.391667,direct,false
java906,mistral,Mistral,p02995,0.23,0.3625,0.558333,direct,false
java906,mistral,Mistral,p03000,0.43,0.3875,0.308333,direct,false
java906,mistral,Mistral,p03001,0.52,0.5375,0.35,direct,false
java906,mistral,Mistral,p03011,0.59,0.4875,0.35,direct,false
java906,mistral,Mistral,p03012,0.61,0.4625,0.366667,direct,false
java906,mistral,Mistral,p03013,0.24,0.2625,0.241667,direct,false
java906,mistral,Mistral,p03035,0.52,0.6,0.45,direct,false
java906,mistral,Mistral,p03037,0.22,0.25,0.358333,direct,false
java906,mistral,Mistral,p03041,0.6,0.55,0.483333,direct,false
java906,mistral,Mistral,p03042,0.27,0.6125,0.616667,direct,false
java906,mistral,Mistral,p03043,0.58,0.575,0.4875,direct,false
java906,mistral,Mistral,p03059,0.54,0.6625,0.483333,direct,false
java906,mistral,Mistral,p03060,0.68,0.625,0.441667,direct,false
java906,mistral,Mistral,p03071,0.635,0.625,0.416667,direct,false
java906,mistral,Mistral,p03072,0.53,0.4375,0.291667,direct,false
java906,mistral,Mistral,p03073,0.22,0.4625,0.341667,direct,false
java906,mistral,Mistral,p03075,0.22,0.6375,0.558333,direct,false
java906,mistral,Mistral,p03076,0.63,0.525,0.541667,direct,false
java906,mistral,Mistral,p03086,0.46,0.6625,0.625,direct,false
java906,mistral,Mistral,p03087,0.38,0.25,0.45,direct,false
java906,mistral,Mistral,p03102,0.48,0.65,0.291667,direct,false
java906,mistral,Mistral,p03106,0.41,0.525,0.475,direct,false
java906,mistral,Mistral,p03107,0.34,0.6125,0.433333,direct,false
java906,mistral,Mistral,p03109,0.24,0.55,0.45,direct,false
java906,mistral,Mistral,p03126,0.34,0.2875,0.3,direct,false
java906,mistral,Mistral,p03136,0.5,0.575,0.433333,direct,false
java906,mistral,Mistral,p03146,0.2,0.5625,0.591667,direct,false
java906,mistral,Mistral,p03147,0.55,0.35,0.333333,direct,false
java906,mistral,Mistral,p03160,0.56,0.5875,0.45,direct,false
java906,mistral,Mistral,p03161,0.66,0.625,0.391667,direct,false
java906,mistral,Mistral,p03220,0.52,0.6375,0.475,direct,false
java906,mistral,Mistral,p03239,0.54,0.65,0.441667,direct,false
java906,mistral,Mistral,p03242,0.38,0.2875,0.225,direct,false
java906,mistral,Mistral,p03243,0.37,0.4,0.541667,direct,false
java906,mistral,Mistral,p03261,0.58,0.65,0.633333,direct,false
java906,mistral,Mistral,p03281,0.35,0.425,0.491667,direct,false
java906,mistral,Mistral,p03282,0.24,0.6625,0.5,direct,false
java906,mistral,Mistral,p03285,0.26,0.45,0.458333,direct,false
java906,mistral,Mistral,p03289,0.31,0.7625,0.5,direct,false
java906,mistral,Mistral,p03292,0.65,0.575,0.5,direct,false
java906,mistral,Mistral,p03293,0.57,0.7125,0.55,direct,false
java906,mistral,Mistral,p03308,0.38,0.65,0.516667,direct,false
java906,mistral,Mistral,p03315,0.14,0.5875,0.516667,direct,false
java906,mistral,Mistral,p03316,0.28,0.55,0.525,direct,false
java906,mistral,Mistral,p03324,0.41,0.3875,0.291667,direct,false
java906,mistral,Mistral,p03325,0.51,0.6375,0.483333,direct,false
java906,mistral,Mistral,p03352,0.49,0.4375,0.391667,direct,false
java906,mistral,Mistral,p03360,0.38,0.625,0.591667,direct,false
java906,mistral,Mistral,p03370,0.5,0.55,0.433333,direct,false
java906,mistral,Mistral,p03371,0.46,0.5375,0.4,direct,false
java906,mistral,Mistral,p03378,0.58,0.275,0.391667,direct,false
java906,mistral,Mistral,p03416,0.62,0.675,0.541667,direct,false
java906,mistral,Mistral,p03434,0.44,0.325,0.375,direct,false
java906,mistral,Mistral,p03435,0.24,0.2875,0.416667,direct,false
java906,mistral,Mistral,p03448,0.42,0.3625,0.633333,direct,false
java906,mistral,Mistral,p03449,0.62,0.5625,0.5,direct,false
java906,mistral,Mistral,p03455,0.26,0.725,0.516667,direct,false
java906,mistral,Mistral,p03456,0.34,0.6375,0.658333,direct,false
java906,mistral,Mistral,p03457,0.39,0.575,0.5,direct,false
java906,mistral,Mistral,p03469,0.34,0.675,0.504167,direct,false
java906,mistral,Mistral,p03470,0.72,0.6625,0.483333,direct,false
java906,mistral,Mistral,p03471,0.24,0.625,0.525,direct,false
java906,mistral,Mistral,p03474,0.2,0.2625,0.35,direct,false
java906,mistral,Mistral,p03478,0.71,0.6125,0.491667,direct,false
java906,mistral,Mistral,p03493,0.41,0.6125,0.416667,direct,false
java906,mistral,Mistral,p03494,0.48,0.525,0.491667,direct,false
java906,mistral,Mistral,p03545,0.29,0.55,0.416667,direct,false
java906,mistral,Mistral,p03632,0.43,0.475,0.383333,direct,false
java906,mistral,Mistral,p03644,0.42,0.45,0.466667,direct,false
java906,mistral,Mistral,p03680,0.43,0.5875,0.466667,direct,false
java906,mistral,Mistral,p03695,0.34,0.3625,0.3,direct,false
java906,mistral,Mistral,p03720,0.66,0.6,0.35,direct,false
java906,mistral,Mistral,p03775,0.58,0.5125,0.391667,direct,false
java906,mistral,Mistral,p03814,0.54,0.5875,0.633333,direct,false
java906,mistral,Mistral,p03835,0.51,0.625,0.516667,direct,false
java906,mistral,Mistral,p03854,0.32,0.5,0.425,direct,false
java906,mistral,Mistral,p03998,0.27,0.35,0.433333,direct,false
java906,mistral,Mistral,p04012,0.25,0.725,0.6,direct,false
java906,mistral,Mistral,p04030,0.56,0.5,0.458333,direct,false
java906,mistral,Mistral,p04043,0.29,0.575,0.375,direct,false
java906,mistral,Mistral,p04044,0.69,0.575,0.516667,direct,false
java906,o4mini,O4-mini,mbpp_0001,0.905,0.875,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0003,0.925,0.90625,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0004,0.915,0.9125,0.883333,direct,false
java906,o4mini,O4-mini,mbpp_0005,0.74,0.45,0.633333,direct,false
java906,o4mini,O4-mini,mbpp_0006,0.88,0.925,0.816667,direct,false
java906,o4mini,O4-mini,mbpp_0007,0.25,0.9,0.916667,direct,false
java906,o4mini,O4-mini,mbpp_0009,0.87,0.8625,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0011,0.905,0.9,1,direct,false
java906,o4mini,O4-mini,mbpp_0015,0.3,0.875,0.883333,direct,false
java906,o4mini,O4-mini,mbpp_0016,0.28,0.86875,0.833333,direct,false
java906,o4mini,O4-mini,mbpp_0018,0.9,0.875,0.85,direct,false
java906,o4mini,O4-mini,mbpp_0019,0.75,0.9,0.904167,direct,false
java906,o4mini,O4-mini,mbpp_0020,0.92,0.9,0.933333,direct,false
java906,o4mini,O4-mini,mbpp_0021,0.84,0.8875,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0022,0.9,1,0.945833,direct,false
java906,o4mini,O4-mini,mbpp_0023,0.9,0.9625,0.95,direct,false
java906,o4mini,O4-mini,mbpp_0024,0.9,0.95625,0.920833,direct,false
java906,o4mini,O4-mini,mbpp_0025,0.88,0.9,0.741667,direct,false
java906,o4mini,O4-mini,mbpp_0026,0.76,0.725,0.625,direct,false
java906,o4mini,O4-mini,mbpp_0027,0.15,0.875,0.95,direct,false
java906,o4mini,O4-mini,mbpp_0028,0.9,0.9,0.933333,direct,false
java906,o4mini,O4-mini,mbpp_0029,0.84,0.9,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0030,0.9,0.9,0.966667,direct,false
java906,o4mini,O4-mini,mbpp_0031,0.9,0.85,0.820833,direct,false
java906,o4mini,O4-mini,mbpp_0032,0.9,0.90625,0.8875,direct,false
java906,o4mini,O4-mini,mbpp_0033,0.895,0.90625,0.891667,direct,false
java906,o4mini,O4-mini,mbpp_0034,0.88,0.95,0.904167,direct,false
java906,o4mini,O4-mini,mbpp_0036,0.92,0.95625,0.929167,direct,false
java906,o4mini,O4-mini,mbpp_0038,0.84,0.9,0.95,direct,false
java906,o4mini,O4-mini,mbpp_0039,0.9,0.9375,0.929167,direct,false
java906,o4mini,O4-mini,mbpp_0040,0.93,0.875,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0042,0.94,0.925,0.908333,direct,false
java906,o4mini,O4-mini,mbpp_0043,0.15,0.93125,0.795833,direct,false
java906,o4mini,O4-mini,mbpp_0044,0.18,0.825,0.875,direct,false
java906,o4mini,O4-mini,mbpp_0045,0.88,0.875,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0047,0.775,0.85,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0048,0.42,0.325,0.241667,direct,false
java906,o4mini,O4-mini,mbpp_0049,0.9,0.90625,0.858333,direct,false
java906,o4mini,O4-mini,mbpp_0053,0.16,0.90625,0.916667,direct,false
java906,o4mini,O4-mini,mbpp_0054,0.9,0.90625,0.916667,direct,false
java906,o4mini,O4-mini,mbpp_0056,0.86,0.93125,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0057,0.86,0.90625,0.9125,direct,false
java906,o4mini,O4-mini,mbpp_0060,0.92,0.90625,0.866667,direct,false
java906,o4mini,O4-mini,mbpp_0061,0.86,0.53125,0.641667,direct,false
java906,o4mini,O4-mini,mbpp_0063,0.84,0.975,0.95,direct,false
java906,o4mini,O4-mini,mbpp_0066,0.915,0.94375,0.833333,direct,false
java906,o4mini,O4-mini,mbpp_0067,0.88,0.91875,0.916667,direct,false
java906,o4mini,O4-mini,mbpp_0068,0.905,0.95,0.916667,direct,false
java906,o4mini,O4-mini,mbpp_0069,0.9,0.925,0.904167,direct,false
java906,o4mini,O4-mini,mbpp_0070,0.56,0.925,0.866667,direct,false
java906,o4mini,O4-mini,mbpp_0071,0.92,0.9,0.933333,direct,false
java906,o4mini,O4-mini,mbpp_0074,0.86,0.8625,0.65,direct,false
java906,o4mini,O4-mini,mbpp_0076,0.94,0.9,0.8875,direct,false
java906,o4mini,O4-mini,mbpp_0078,0.9,0.875,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0079,0.68,0.9,0.8,direct,false
java906,o4mini,O4-mini,mbpp_0081,0.84,0.8375,0.783333,direct,false
java906,o4mini,O4-mini,mbpp_0083,0.85,0.8,0.608333,direct,false
java906,o4mini,O4-mini,mbpp_0084,0.98,0.90625,0.925,direct,false
java906,o4mini,O4-mini,mbpp_0088,0.83,0.9,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0090,0.92,0.9,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0091,0.94,0.8625,0.916667,direct,false
java906,o4mini,O4-mini,mbpp_0092,0.85,0.71875,0.7125,direct,false
java906,o4mini,O4-mini,mbpp_0093,0.8,0.85,0.916667,direct,false
java906,o4mini,O4-mini,mbpp_0095,0.9,0.9,0.925,direct,false
java906,o4mini,O4-mini,mbpp_0096,0.76,0.925,0.883333,direct,false
java906,o4mini,O4-mini,mbpp_0097,0.92,0.90625,0.883333,direct,false
java906,o4mini,O4-mini,mbpp_0098,0.92,0.875,0.933333,direct,false
java906,o4mini,O4-mini,mbpp_0100,0.92,0.9,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0101,0.725,0.5125,0.833333,direct,false
java906,o4mini,O4-mini,mbpp_0102,0.6,0.9,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0103,0.9,0.9,0.925,direct,false
java906,o4mini,O4-mini,mbpp_0105,0.88,0.85,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0107,0.81,0.9375,0.833333,direct,false
java906,o4mini,O4-mini,mbpp_0108,0.88,0.8875,0.8375,direct,false
java906,o4mini,O4-mini,mbpp_0109,0.74,0.7,0.533333,direct,false
java906,o4mini,O4-mini,mbpp_0110,0.9,0.9,0.904167,direct,false
java906,o4mini,O4-mini,mbpp_0111,0.975,0.90625,0.916667,direct,false
java906,o4mini,O4-mini,mbpp_0113,0.89,0.90625,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0114,0.86,0.85,0.683333,direct,false
java906,o4mini,O4-mini,mbpp_0116,0.76,0.8125,0.666667,direct,false
java906,o4mini,O4-mini,mbpp_0119,0.66,0.6,0.508333,direct,false
java906,o4mini,O4-mini,mbpp_0120,0.88,0.875,0.841667,direct,false
java906,o4mini,O4-mini,mbpp_0121,0.9,0.78125,0.766667,direct,false
java906,o4mini,O4-mini,mbpp_0122,0.9,0.775,0.783333,direct,false
java906,o4mini,O4-mini,mbpp_0123,0.88,0.90625,0.916667,direct,false
java906,o4mini,O4-mini,mbpp_0125,0.905,0.9,0.825,direct,false
java906,o4mini,O4-mini,mbpp_0126,0.89,0.925,0.875,direct,false
java906,o4mini,O4-mini,mbpp_0127,0.71,0.85,0.854167,direct,false
java906,o4mini,O4-mini,mbpp_0128,0.5,0.9,0.870833,direct,false
java906,o4mini,O4-mini,mbpp_0129,0.86,0.85,0.845833,direct,false
java906,o4mini,O4-mini,mbpp_0130,0.92,0.85,0.883333,direct,false
java906,o4mini,O4-mini,mbpp_0131,0.88,0.975,0.933333,direct,false
java906,o4mini,O4-mini,mbpp_0134,0.34,0.6,0.533333,direct,false
java906,o4mini,O4-mini,mbpp_0136,0.9,0.875,0.883333,direct,false
java906,o4mini,O4-mini,mbpp_0137,0.97,0.925,0.933333,direct,false
java906,o4mini,O4-mini,mbpp_0138,0.7,0.65,0.55,direct,false
java906,o4mini,O4-mini,mbpp_0140,0.76,0.75,0.533333,direct,false
java906,o4mini,O4-mini,mbpp_0141,0.9,0.9,0.920833,direct,false
java906,o4mini,O4-mini,mbpp_0142,0.96,0.9,0.933333,direct,false
java906,o4mini,O4-mini,mbpp_0144,0.625,0.8,0.825,direct,false
java906,o4mini,O4-mini,mbpp_0145,0.84,0.9,0.966667,direct,false
java906,o4mini,O4-mini,mbpp_0146,0.69,0.7375,0.575,direct,false
java906,o4mini,O4-mini,mbpp_0147,0.92,0.9,0.933333,direct,false
java906,o4mini,O4-mini,mbpp_0148,0.905,0.85,0.745833,direct,false
java906,o4mini,O4-mini,mbpp_0149,0.94,0.9,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0150,0.8,0.85,0.816667,direct,false
java906,o4mini,O4-mini,mbpp_0151,0.87,0.8,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0152,0.84,0.875,0.916667,direct,false
java906,o4mini,O4-mini,mbpp_0154,0.92,0.9,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0155,0.54,0.825,0.65,direct,false
java906,o4mini,O4-mini,mbpp_0156,0.79,0.89375,0.766667,direct,false
java906,o4mini,O4-mini,mbpp_0158,0.86,0.95,0.7,direct,false
java906,o4mini,O4-mini,mbpp_0159,0.7,0.85,0.85,direct,false
java906,o4mini,O4-mini,mbpp_0161,0.94,0.9,0.9125,direct,false
java906,o4mini,O4-mini,mbpp_0162,0.9,0.9,0.904167,direct,false
java906,o4mini,O4-mini,mbpp_0164,0.91,0.9,0.841667,direct,false
java906,o4mini,O4-mini,mbpp_0165,0.37,1,0.95,direct,false
java906,o4mini,O4-mini,mbpp_0166,0.9,0.95,0.929167,direct,false
java906,o4mini,O4-mini,mbpp_0167,0.88,0.925,0.933333,direct,false
java906,o4mini,O4-mini,mbpp_0168,0.9,0.875,0.966667,direct,false
java906,o4mini,O4-mini,mbpp_0169,0.86,0.9,0.920833,direct,false
java906,o4mini,O4-mini,mbpp_0170,0.88,0.8,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0172,0.9,0.925,0.945833,direct,false
java906,o4mini,O4-mini,mbpp_0173,0.42,0.925,0.866667,direct,false
java906,o4mini,O4-mini,mbpp_0175,0.84,0.9125,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0177,0.75,0.675,0.508333,direct,false
java906,o4mini,O4-mini,mbpp_0178,0.28,0.725,0.558333,direct,false
java906,o4mini,O4-mini,mbpp_0179,0.965,0.9,0.933333,direct,false
java906,o4mini,O4-mini,mbpp_0181,0.7,0.9,0.916667,direct,false
java906,o4mini,O4-mini,mbpp_0183,0.9,0.93125,0.954167,direct,false
java906,o4mini,O4-mini,mbpp_0186,0.6,0.8375,0.725,direct,false
java906,o4mini,O4-mini,mbpp_0187,0.8,0.925,0.904167,direct,false
java906,o4mini,O4-mini,mbpp_0188,0.86,0.9,0.7625,direct,false
java906,o4mini,O4-mini,mbpp_0189,0.9,0.90625,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0191,0.16,0.8375,0.883333,direct,false
java906,o4mini,O4-mini,mbpp_0192,0.94,0.9,0.95,direct,false
java906,o4mini,O4-mini,mbpp_0194,0.88,0.9,0.933333,direct,false
java906,o4mini,O4-mini,mbpp_0195,0.92,0.95,0.916667,direct,false
java906,o4mini,O4-mini,mbpp_0197,0.78,0.7875,0.629167,direct,false
java906,o4mini,O4-mini,mbpp_0198,0.83,0.8875,0.708333,direct,false
java906,o4mini,O4-mini,mbpp_0199,0.9,0.925,0.945833,direct,false
java906,o4mini,O4-mini,mbpp_0200,0.9,0.95,0.920833,direct,false
java906,o4mini,O4-mini,mbpp_0202,0.97,0.875,0.933333,direct,false
java906,o4mini,O4-mini,mbpp_0203,0.9,0.975,0.966667,direct,false
java906,o4mini,O4-mini,mbpp_0204,0.84,0.9,0.933333,direct,false
java906,o4mini,O4-mini,mbpp_0205,0.76,0.75,0.508333,direct,false
java906,o4mini,O4-mini,mbpp_0206,0.91,0.85,0.866667,direct,false
java906,o4mini,O4-mini,mbpp_0207,0.9,0.875,0.85,direct,false
java906,o4mini,O4-mini,mbpp_0211,0.73,0.675,0.4875,direct,false
java906,o4mini,O4-mini,mbpp_0212,0.98,0.925,0.966667,direct,false
java906,o4mini,O4-mini,mbpp_0213,0.87,0.8,0.683333,direct,false
java906,o4mini,O4-mini,mbpp_0217,0.86,0.95625,0.933333,direct,false
java906,o4mini,O4-mini,mbpp_0218,0.7,0.6125,0.408333,direct,false
java906,o4mini,O4-mini,mbpp_0219,0.86,0.88125,0.829167,direct,false
java906,o4mini,O4-mini,mbpp_0220,0.39,0.9,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0221,0.975,0.96875,0.9375,direct,false
java906,o4mini,O4-mini,mbpp_0223,0.82,0.9,0.933333,direct,false
java906,o4mini,O4-mini,mbpp_0224,0.9,0.925,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0225,0.9,0.9,0.841667,direct,false
java906,o4mini,O4-mini,mbpp_0226,0.86,0.69375,0.55,direct,false
java906,o4mini,O4-mini,mbpp_0227,0.9,0.85,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0229,0.87,0.9,0.866667,direct,false
java906,o4mini,O4-mini,mbpp_0231,0.915,0.925,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0232,0.905,0.9,0.904167,direct,false
java906,o4mini,O4-mini,mbpp_0235,0.13,0.225,0.533333,direct,false
java906,o4mini,O4-mini,mbpp_0236,0.59,0.1125,0.583333,direct,false
java906,o4mini,O4-mini,mbpp_0239,0.49,0.5375,0.616667,direct,false
java906,o4mini,O4-mini,mbpp_0241,0.41,0.9,0.920833,direct,false
java906,o4mini,O4-mini,mbpp_0242,0.905,0.9,0.9,direct,false
java906,o4mini,O4-mini,mbpp_0245,0.94,0.95,0.925,direct,false
java906,o4mini,O4-mini,mbpp_0246,0.88,0.9,0.920833,direct,false
java906,o4mini,O4-mini,mbpp_0247,0.92,0.925,0.929167,direct,false
java906,o4mini,O4-mini,mbpp_0248,0.84,0.875,0.883333,direct,false
java906,o4mini,O4-mini,mbpp_0250,0.76,0.8625,0.808333,direct,false
java906,o4mini,O4-mini,mbpp_0251,0.94,0.95,0.933333,direct,false
java906,o4mini,O4-mini,mbpp_0254,0.82,0.94375,0.904167,direct,false
java906,o4mini,O4-mini,mbpp_0255,0.88,0.8875,0.816667,direct,false
java906,o4mini,O4-mini,mbpp_0256,0.87,0.875,0.875,direct,false
java906,o4mini,O4-mini,mbpp_0259,0.77,0.75,0.541667,direct,false
java906,o4mini,O4-mini,mbpp_0260,0.9,0.875,0.95,direct,false
java906,o4mini,O4-mini,mbpp_0261,0.77,0.84375,0.616667,direct,false
java906,o4mini,O4-mini,mbpp_0264,0.68,0.725,0.75,direct,false
