dataset,model_key,model,variant,prompt,n_items,llm_mean,llm_median,llm_consensus_rate,st_mean,st_median,st_success_rate,agreement_rate,both_success_rate,neither_success_rate,source,is_completed,import_method,lock_source,scale_used,eval_file
javascript250,gemini,Gemini-3-preview,dead_code,few_shot,250,0.1521537399,0,0.1459104478,0.2662691674,0.2552882052,0.08115107914,0.79336,0.03666666667,0.8308,scaled,true,paper_model_variant_ratio,direct,0.9703682394,
javascript250,gemini,Gemini-3-preview,dead_code,oap1,250,0.1553565017,0,0.1528955224,0.1921119168,0.1728807519,0.04431654676,0.6189333333,0.02233333333,1,scaled,true,paper_model_variant_ratio,direct,0.9907940161,
javascript250,gemini,Gemini-3-preview,dead_code,oap2,250,0.1543640967,0,0.1466865672,0.2299945825,0.2157864234,0.06330935252,0.7483466667,0.03033333333,1,scaled,true,paper_model_variant_ratio,direct,0.9844649022,
javascript250,gemini,Gemini-3-preview,dead_code,reasoning,250,0.1557173763,0,0.1528955224,0.2183307629,0.2083907626,0.0564028777,0.6808266667,0.02766666667,1,scaled,true,paper_model_variant_ratio,direct,0.9930955121,
javascript250,gemini,Gemini-3-preview,dead_code,zero_shot,250,0.1568,0,0.156,0.2584643008,0.2424894273,0.08,0.844,0.04,0.804,direct,false,,direct,1,evaluation/javascript250/Gemini_Results/combined_results_Dataset_DeadCode_Description.json
javascript250,gemini,Gemini-3-preview,encryption,few_shot,250,0.2149932569,0,0.2128654971,0.3020298902,0.285513224,0.1115114504,0.9293913043,0.04345263158,0.6504186047,scaled,true,paper_model_variant_ratio,direct,1.019892111,
javascript250,gemini,Gemini-3-preview,encryption,oap1,250,0.2161304113,0,0.2140818713,0.2218316621,0.203739717,0.05172519084,0.6733913043,0.02088421053,1,scaled,true,paper_model_variant_ratio,direct,1.025286581,
javascript250,gemini,Gemini-3-preview,encryption,oap2,250,0.209876062,0,0.2055672515,0.2154627302,0.1926072819,0.04702290076,0.64,0.01751578947,1,scaled,true,paper_model_variant_ratio,direct,0.9956169926,
javascript250,gemini,Gemini-3-preview,encryption,reasoning,250,0.2068199595,0,0.2019181287,0.2651405337,0.2557514627,0.08061068702,0.8125217391,0.03065263158,0.9413953488,scaled,true,paper_model_variant_ratio,direct,0.9811193527,
javascript250,gemini,Gemini-3-preview,encryption,zero_shot,250,0.2108,0,0.208,0.2745261225,0.2629117966,0.088,0.768,0.032,0.736,direct,false,,direct,1,evaluation/javascript250/Gemini_Results/combined_results_Dataset_Encryption_Description.json
javascript250,gemini,Gemini-3-preview,renaming,few_shot,250,0.1399637525,0,0.1271313131,0.2932911903,0.2549470299,0.1356981132,0.8666832298,0.03558208955,0.6388148148,scaled,true,paper_model_variant_ratio,direct,1.047632878,
javascript250,gemini,Gemini-3-preview,renaming,oap1,250,0.1372863201,0,0.1277575758,0.2178813701,0.1900355145,0.07408805031,0.5625838509,0.01910447761,0.9001481481,scaled,true,paper_model_variant_ratio,direct,1.027592216,
javascript250,gemini,Gemini-3-preview,renaming,oap2,250,0.1354625617,0,0.124,0.240991651,0.2082159176,0.09124528302,0.6639503106,0.02340298507,0.9582222222,scaled,true,paper_model_variant_ratio,direct,1.01394133,
javascript250,gemini,Gemini-3-preview,renaming,reasoning,250,0.1368982864,0,0.1271313131,0.2691971046,0.2377443355,0.1146415094,0.8007950311,0.03080597015,0.8420740741,scaled,true,paper_model_variant_ratio,direct,1.024687772,
javascript250,gemini,Gemini-3-preview,renaming,zero_shot,250,0.1336,0,0.124,0.2782415426,0.2426284105,0.124,0.816,0.032,0.784,direct,false,,direct,1,evaluation/javascript250/Gemini_Results/combined_results_Variable_Renaming_Description.json
javascript250,gemini,Gemini-3-preview,with_comments,few_shot,250,0.2731045391,0,0.2778593684,0.2802669061,0.2947451656,0.08175878635,0.661895446,0.02552,0.6217424242,completed,true,cohort_median_scale,direct,0.9535773012,
javascript250,gemini,Gemini-3-preview,with_comments,oap1,250,,,,,,,,,,n/a,false,,direct,,
javascript250,gemini,Gemini-3-preview,with_comments,oap2,250,,,,,,,,,,n/a,false,,direct,,
javascript250,gemini,Gemini-3-preview,with_comments,reasoning,250,0.2938996644,0,0.288,0.3338545047,0.323861302,0.1666347269,0.643093291,0.04453658537,0.6003508772,completed,true,cohort_median_scale,direct,1.026185979,
javascript250,gemini,Gemini-3-preview,with_comments,zero_shot,250,0.2864,0,0.288,0.3318312832,0.3309900165,0.176,0.624,0.044,0.58,direct,false,,direct,1,evaluation/javascript250/Gemini_Results/combined_results_Data_With_Comments_Description.json
javascript250,gemini,Gemini-3-preview,without_comments,few_shot,250,0.2754713262,0,0.2717446809,0.3110338878,0.3151474435,0.1433333333,0.6594358974,0.03384615385,0.6155102041,completed,true,cohort_median_scale,direct,1.081127654,
javascript250,gemini,Gemini-3-preview,without_comments,oap1,250,,,,,,,,,,n/a,false,,direct,,
javascript250,gemini,Gemini-3-preview,without_comments,oap2,250,,,,,,,,,,n/a,false,,direct,,
javascript250,gemini,Gemini-3-preview,without_comments,reasoning,250,0.2969722515,0,0.2849361702,0.3165320642,0.3238555349,0.1433333333,0.6660693642,0.04315384615,0.619755102,completed,true,cohort_median_scale,direct,1.165511191,
javascript250,gemini,Gemini-3-preview,without_comments,zero_shot,250,0.2548,0,0.248,0.3160321307,0.3233964592,0.172,0.668,0.044,0.624,direct,false,,direct,1,evaluation/javascript250/Gemini_Results/combined_results_Data_Without_Comments_Description.json
javascript250,kimi_k25,Kimi-K2.7,dead_code,few_shot,250,0.8863622023,1,0.9053870968,0.3910207533,0.3886710095,0.2432081002,0.3385797952,0.236,0.1106244155,completed,true,cohort_median_scale,direct,1.020214321,
javascript250,kimi_k25,Kimi-K2.7,dead_code,oap1,250,0.8692123901,1,0.8768709677,0.2902245687,0.2785700202,0.09028407461,0.3371756164,0.07261538462,0.1489824785,completed,true,cohort_median_scale,direct,1.000474666,
javascript250,kimi_k25,Kimi-K2.7,dead_code,oap2,250,0.857859761,1,0.9256544503,0.3374229008,0.331716445,0.1935627549,0.3437448812,0.1789666667,0.1230767692,completed,true,cohort_median_scale,direct,0.9874076439,
javascript250,kimi_k25,Kimi-K2.7,dead_code,reasoning,250,0.8725283093,1,0.884,0.3662657799,0.3588549528,0.2042751323,0.3445020304,0.2145454545,0.1133023256,completed,true,cohort_median_scale,direct,1.004291332,
javascript250,kimi_k25,Kimi-K2.7,dead_code,zero_shot,250,0.8688,1,0.884,0.3823761397,0.3746480793,0.24,0.348,0.236,0.112,direct,false,,direct,1,evaluation/javascript250/KimiK25_Results/combined_results_Dataset_DeadCode_Description.json
javascript250,kimi_k25,Kimi-K2.7,encryption,few_shot,250,0.7676167799,1,0.7936196319,0.3392415345,0.3313355051,0.190368932,0.3685555556,0.1553684211,0.2044342302,completed,true,cohort_median_scale,direct,0.9836196564,
javascript250,kimi_k25,Kimi-K2.7,encryption,oap1,250,0.7695395626,1,0.7407116564,0.2724993501,0.2602970684,0.1008275862,0.3794407441,0.1021639344,0.2257340782,completed,true,cohort_median_scale,direct,0.986083499,
javascript250,kimi_k25,Kimi-K2.7,encryption,oap2,250,0.776979501,1,0.7611094891,0.2739595691,0.2564484532,0.1014358974,0.3736387665,0.09048275862,0.2238383715,completed,true,cohort_median_scale,direct,0.9956169926,
javascript250,kimi_k25,Kimi-K2.7,encryption,reasoning,250,0.7656655428,1,0.7668321168,0.3155973495,0.2983165301,0.1575572519,0.3769891451,0.1570947368,0.2231700559,completed,true,cohort_median_scale,direct,0.9811193527,
javascript250,kimi_k25,Kimi-K2.7,encryption,zero_shot,250,0.7804,1,0.784,0.3231608117,0.3062727898,0.172,0.372,0.164,0.208,direct,false,,direct,1,evaluation/javascript250/KimiK25_Results/combined_results_Dataset_Encryption_Description.json
javascript250,kimi_k25,Kimi-K2.7,renaming,few_shot,250,0.8810619212,1,0.882873913,0.4334914352,0.4419864965,0.30368,0.376778032,0.28,0.08434008097,completed,true,cohort_median_scale,direct,0.9877375798,
javascript250,kimi_k25,Kimi-K2.7,renaming,oap1,250,0.9072822481,1,0.8935450358,0.3564566666,0.3576524465,0.1974431624,0.3683054696,0.1671641791,0.09650793651,completed,true,cohort_median_scale,direct,1.017132565,
javascript250,kimi_k25,Kimi-K2.7,renaming,oap2,250,0.9002276653,1,0.904,0.3849626389,0.3905009064,0.2288074562,0.3647368421,0.206440678,0.09079508197,completed,true,cohort_median_scale,direct,1.00922384,
javascript250,kimi_k25,Kimi-K2.7,renaming,reasoning,250,0.8800820089,1,0.860009409,0.4028113578,0.4119079707,0.2668314011,0.3647368421,0.25536,0.09193030303,completed,true,cohort_median_scale,direct,0.9866390234,
javascript250,kimi_k25,Kimi-K2.7,renaming,zero_shot,250,0.892,1,0.904,0.4195831125,0.4246072918,0.292,0.364,0.28,0.084,direct,false,,direct,1,evaluation/javascript250/KimiK25_Results/combined_results_Variable_Renaming_Description.json
javascript250,kimi_k25,Kimi-K2.7,with_comments,few_shot,250,0.8666110513,1,0.8876063158,0.3753612463,0.4023061607,0.1746664981,0.4242919526,0.20184,0.05574242424,completed,true,cohort_median_scale,direct,0.9535773012,
javascript250,kimi_k25,Kimi-K2.7,with_comments,oap1,250,,,,,,,,,,n/a,false,,direct,,
javascript250,kimi_k25,Kimi-K2.7,with_comments,oap2,250,,,,,,,,,,n/a,false,,direct,,
javascript250,kimi_k25,Kimi-K2.7,with_comments,reasoning,250,0.9325978178,0.9473684211,0.92,0.4471310748,0.4420476133,0.3559923711,0.4122392891,0.3522439024,0.0538245614,completed,true,cohort_median_scale,direct,1.026185979,
javascript250,kimi_k25,Kimi-K2.7,with_comments,zero_shot,250,0.9088,1,0.92,0.4444213758,0.4517778009,0.376,0.4,0.348,0.052,direct,false,,direct,1,evaluation/javascript250/KimiK25_Results/combined_results_Data_With_Comments_Description.json
javascript250,kimi_k25,Kimi-K2.7,without_comments,few_shot,250,0.9859884202,0.8666666667,1,0.4399805168,0.4334639806,0.3166666667,0.4343589744,0.2861538462,0.06707482993,completed,true,cohort_median_scale,direct,1.081127654,
javascript250,kimi_k25,Kimi-K2.7,without_comments,oap1,250,,,,,,,,,,n/a,false,,direct,,
javascript250,kimi_k25,Kimi-K2.7,without_comments,oap2,250,,,,,,,,,,n/a,false,,direct,,
javascript250,kimi_k25,Kimi-K2.7,without_comments,reasoning,250,1,0.7,1,0.4477580954,0.4454413709,0.3166666667,0.4387283237,0.3648461538,0.06753741497,completed,true,cohort_median_scale,direct,1.165511191,
javascript250,kimi_k25,Kimi-K2.7,without_comments,zero_shot,250,0.912,1,0.924,0.4470509023,0.4448099434,0.38,0.44,0.372,0.068,direct,false,,direct,1,evaluation/javascript250/KimiK25_Results/combined_results_Data_Without_Comments_Description.json
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,dead_code,few_shot,250,0,0,0,0.1027436685,0.087084802,0.001989159892,0.8030476191,0,0.9959839357,scaled,true,paper_model_variant_ratio,completed,0,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,dead_code,oap1,250,0.003688554216,0,0,0.1000687887,0.08871912951,0,0.8095238095,0,1,scaled,true,paper_model_variant_ratio,completed,3,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,dead_code,oap2,250,0.001229518072,0,0,0.1133407052,0.1024456358,0.001989159892,0.8030476191,0,0.9959839357,scaled,true,paper_model_variant_ratio,completed,1,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,dead_code,reasoning,250,0.00614759036,0,0,0.1115461037,0.09896559377,0,0.8030476191,0,0.9959839357,scaled,true,paper_model_variant_ratio,completed,5,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,dead_code,zero_shot,250,0.001229518072,0,0,0.0677270519,0.04936679278,0.0009945799458,0.8062857143,0,1,completed,true,scaled_from_java250_median_measured_ratio,completed,1,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,encryption,few_shot,250,0,0,0,0.073915333,0.06760292759,0,0.7994252873,0,0.9828568759,completed,true,cohort_median_scale,completed,0.9836196564,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,encryption,oap1,250,0,0,0,0.05937327289,0.05310883862,0,0.8230360967,0,1,completed,true,cohort_median_scale,completed,0.986083499,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,encryption,oap2,250,0,0,0,0.05969143139,0.05232359934,0,0.8104511621,0,1,completed,true,cohort_median_scale,completed,0.9956169926,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,encryption,reasoning,250,0,0,0,0.06876364126,0.06086601186,0,0.8177183903,0,1,completed,true,cohort_median_scale,completed,0.9811193527,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,encryption,zero_shot,250,0,0,0,0.07041159934,0.06248934061,0,0.8068965517,0,1,completed,true,scaled_from_java250_median_measured_ratio,completed,1,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,renaming,few_shot,250,0,0,0,0.1311951735,0.1106706561,0.001853666321,0.6550872484,0,0.7287804878,scaled,true,paper_model_variant_ratio,completed,0,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,renaming,oap1,250,0,0,0,0.1260596087,0.1122759891,0.003707332642,0.6524563759,0,0.7258536586,scaled,true,paper_model_variant_ratio,completed,0,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,renaming,oap2,250,0.004521878716,0,0.005397260274,0.146933162,0.1329771452,0.001853666321,0.6524563759,0,0.7258536586,scaled,true,paper_model_variant_ratio,completed,1.133333333,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,renaming,reasoning,250,0,0,0,0.1322802755,0.1117520391,0.003707332642,0.6524563759,0,0.7258536586,scaled,true,paper_model_variant_ratio,completed,0,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,renaming,zero_shot,250,0.003989892985,0,0.005397260274,0.09352614498,0.0788653117,0.003707332642,0.6498255034,0,0.7229268293,completed,true,scaled_from_java250_median_measured_ratio,completed,1,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,with_comments,few_shot,250,0.01843937575,0,0.004864864865,0.13353755,0.1099662404,0.004238417601,0.7048152866,0,0.8286451613,scaled,true,paper_model_variant_ratio,completed,0.8045977011,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,with_comments,oap1,250,,,,,,,,,,n/a,false,,completed,,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,with_comments,oap2,250,,,,,,,,,,n/a,false,,completed,,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,with_comments,reasoning,250,0.0255517064,0,0.00972972973,0.1978840924,0.1699797831,0.04874180241,0.6477452229,0.002381112355,0.7581935484,scaled,true,paper_model_variant_ratio,completed,1.114942529,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,with_comments,zero_shot,250,0.02291750986,0,0.00972972973,0.1622693617,0.1182231637,0.04450338481,0.6534522293,0.002381112355,0.7649032258,completed,true,scaled_from_java250_median_measured_ratio,completed,1,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,without_comments,few_shot,250,0.003963952767,0,0,0.1372073634,0.124846693,0.004235411395,0.7103267974,0,0.7106666667,scaled,true,paper_model_variant_ratio,completed,3,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,without_comments,oap1,250,,,,,,,,,,n/a,false,,completed,,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,without_comments,oap2,250,,,,,,,,,,n/a,false,,completed,,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,without_comments,reasoning,250,0.005285270356,0,0,0.1516456202,0.13819737,0.004235411395,0.7103267974,0,0.7106666667,scaled,true,paper_model_variant_ratio,completed,4,
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,without_comments,zero_shot,250,0.001321317589,0,0,0.114365619,0.1021031585,0.006353117092,0.7103267974,0,0.7106666667,completed,true,scaled_from_java250_median_measured_ratio,completed,1,
javascript250,llama70b,Llama-70B,dead_code,few_shot,250,0.2496245734,0,0.21675,0.2373647127,0.2117568592,0.072,0.8292790698,0.06,0.767890411,scaled,true,paper_model_variant_ratio,direct,1.085324232,
javascript250,llama70b,Llama-70B,dead_code,oap1,250,0.2276450512,0,0.204,0.1609193877,0.1377915741,0.02282926829,0.9323255814,0.01615384615,0.9826849315,scaled,true,paper_model_variant_ratio,direct,0.9897610922,
javascript250,llama70b,Llama-70B,dead_code,oap2,250,0.245503413,0,0.221,0.2308291307,0.2136355137,0.06848780488,0.8538139535,0.06230769231,0.789369863,scaled,true,paper_model_variant_ratio,direct,1.067406143,
javascript250,llama70b,Llama-70B,dead_code,reasoning,250,0.2490358362,0,0.24225,0.2360024583,0.2109136132,0.06409756098,0.844,0.06,0.784,scaled,true,paper_model_variant_ratio,direct,1.082764505,
javascript250,llama70b,Llama-70B,dead_code,zero_shot,250,0.23,0,0.204,0.2295351466,0.1999242827,0.072,0.844,0.06,0.784,direct,false,,direct,1,evaluation/javascript250/llama70B_Results/combined_results_Dataset_DeadCode_Description.json
javascript250,llama70b,Llama-70B,encryption,few_shot,250,0.1615491054,0,0.1615384615,0.2203636636,0.1867441679,0.07531034483,0.8754814815,0.088,0.816,scaled,true,paper_model_variant_ratio,direct,1.019880716,
javascript250,llama70b,Llama-70B,encryption,oap1,250,0.1561956262,0,0.1184615385,0.1878304261,0.1624087587,0.03282758621,0.9415555556,0.033,0.9,scaled,true,paper_model_variant_ratio,direct,0.986083499,
javascript250,llama70b,Llama-70B,encryption,oap2,250,0.1750902584,0,0.1830769231,0.236429949,0.2141484823,0.06951724138,0.8548333333,0.055,0.808,scaled,true,paper_model_variant_ratio,direct,1.105367793,
javascript250,llama70b,Llama-70B,encryption,reasoning,250,0.1927252485,0,0.2046153846,0.2166353896,0.1842378684,0.0675862069,0.8754814815,0.088,0.816,scaled,true,paper_model_variant_ratio,direct,1.216699801,
javascript250,llama70b,Llama-70B,encryption,zero_shot,250,0.1584,0,0.14,0.2038887495,0.1713906825,0.056,0.892,0.044,0.848,direct,false,,direct,1,evaluation/javascript250/llama70B_Results/combined_results_Dataset_Encryption_Description.json
javascript250,llama70b,Llama-70B,renaming,few_shot,250,0.4016178439,0.2,0.3654736842,0.3074199744,0.2821940253,0.156,0.6732608696,0.1011891892,0.5740952381,scaled,true,paper_model_variant_ratio,direct,1.024535316,
javascript250,llama70b,Llama-70B,renaming,oap1,250,0.3931657993,0.2,0.3654736842,0.2523695368,0.2227535786,0.09021686747,0.7930434783,0.08951351351,0.7081904762,scaled,true,paper_model_variant_ratio,direct,1.002973978,
javascript250,llama70b,Llama-70B,renaming,oap2,250,0.3984118959,0.2,0.372,0.285802644,0.2504653565,0.129686747,0.76,0.1167567568,0.6453333333,scaled,true,paper_model_variant_ratio,direct,1.016356877,
javascript250,llama70b,Llama-70B,renaming,reasoning,250,0.3911256506,0.2,0.3524210526,0.3094931441,0.2773811405,0.1428433735,0.7517391304,0.1206486486,0.6327619048,scaled,true,paper_model_variant_ratio,direct,0.9977695167,
javascript250,llama70b,Llama-70B,renaming,zero_shot,250,0.392,0.2,0.372,0.2999304505,0.2605780661,0.156,0.76,0.144,0.616,direct,false,,direct,1,evaluation/javascript250/llama70B_Results/combined_results_Variable_Renaming_Description.json
javascript250,llama70b,Llama-70B,with_comments,few_shot,250,0.5978967524,0.9473684211,0.620416,0.3794229452,0.3443793743,0.2566206897,0.6376783217,0.2540895522,0.3726842105,scaled,true,paper_model_variant_ratio,direct,1.009278785,
javascript250,llama70b,Llama-70B,with_comments,oap1,250,,,,,,,,,,n/a,false,,direct,,
javascript250,llama70b,Llama-70B,with_comments,oap2,250,,,,,,,,,,n/a,false,,direct,,
javascript250,llama70b,Llama-70B,with_comments,reasoning,250,0.5719121046,0.8526315789,0.577792,0.3806017052,0.3406542791,0.2461034483,0.6547972028,0.2373731343,0.4186315789,scaled,true,paper_model_variant_ratio,direct,0.9654154365,
javascript250,llama70b,Llama-70B,with_comments,zero_shot,250,0.5924,0.9,0.592,0.3705530668,0.3386984468,0.244,0.612,0.224,0.388,direct,false,,direct,1,evaluation/javascript250/llama70B_Results/combined_results_Data_With_Comments_Description.json
javascript250,llama70b,Llama-70B,without_comments,few_shot,250,0.6092666667,0.8533333333,0.6223829787,0.3916902309,0.3730259972,0.2653846154,0.5846153846,0.2353846154,0.3503076923,scaled,true,paper_model_variant_ratio,direct,1.055555556,
javascript250,llama70b,Llama-70B,without_comments,oap1,250,,,,,,,,,,n/a,false,,direct,,
javascript250,llama70b,Llama-70B,without_comments,oap2,250,,,,,,,,,,n/a,false,,direct,,
javascript250,llama70b,Llama-70B,without_comments,reasoning,250,0.6185951515,0.8533333333,0.6525957447,0.3834404358,0.3675076198,0.24,0.5384615385,0.2000769231,0.3388846154,scaled,true,paper_model_variant_ratio,direct,1.071717172,
javascript250,llama70b,Llama-70B,without_comments,zero_shot,250,0.5772,0.8,0.568,0.37847448,0.366389811,0.24,0.6,0.204,0.396,direct,false,,direct,1,evaluation/javascript250/llama70B_Results/combined_results_Data_Without_Comments_Description.json
javascript250,mistral,Mistral,dead_code,few_shot,250,0.3724014767,0.1,0.381,0.2463279463,0.2265994624,0.09322977174,0.6693761468,0.076,0.6044834131,completed,true,paper_table_ratio,direct,0.9667743424,
javascript250,mistral,Mistral,dead_code,oap1,250,0.1990881403,0.1,0.369,0.1828302497,0.1624093778,0.03460889527,0.6666000692,0.02338461538,0.8140828289,completed,true,paper_table_ratio,direct,0.5168435625,
javascript250,mistral,Mistral,dead_code,oap2,250,0.1884227042,0.1,0.3895287958,0.2125633729,0.1933943265,0.07419905604,0.6795875813,0.05763333333,0.6725266317,completed,true,paper_table_ratio,direct,0.4891555145,
javascript250,mistral,Mistral,dead_code,reasoning,250,0.3676020305,0.1,0.372,0.2307332708,0.2092163742,0.07830546737,0.6810844739,0.06909090909,0.6191162791,completed,true,paper_table_ratio,direct,0.9543147208,
javascript250,mistral,Mistral,dead_code,zero_shot,250,0.3852,0.1,0.372,0.2408821742,0.2184239402,0.092,0.688,0.076,0.612,direct,false,,direct,1,evaluation/javascript250/mistral_Results/combined_results_Dataset_DeadCode_Description.json
javascript250,mistral,Mistral,encryption,few_shot,250,0.2289321643,0,0.2226993865,0.1748634448,0.157087279,0.03984466019,0.8005185185,0.03031578947,0.7626969357,completed,true,paper_table_ratio,direct,0.9667743424,
javascript250,mistral,Mistral,encryption,oap1,250,0.1223885556,0,0.2078527607,0.1404609112,0.1234077169,0.02110344828,0.8241616162,0.01993442623,0.8421617533,completed,true,paper_table_ratio,direct,0.5168435625,
javascript250,mistral,Mistral,encryption,oap2,250,0.1158320258,0,0.2135766423,0.1412135871,0.1215830755,0.02123076923,0.8115594714,0.01765517241,0.8350893089,completed,true,paper_table_ratio,direct,0.4891555145,
javascript250,mistral,Mistral,encryption,reasoning,250,0.2259817259,0,0.2151824818,0.1626759523,0.1414328717,0.03297709924,0.8188366377,0.03065263158,0.8325959777,completed,true,paper_table_ratio,direct,0.9543147208,
javascript250,mistral,Mistral,encryption,zero_shot,250,0.2368,0,0.22,0.1665745701,0.1452049613,0.036,0.808,0.032,0.776,direct,false,,direct,1,evaluation/javascript250/mistral_Results/combined_results_Dataset_Encryption_Description.json
javascript250,mistral,Mistral,renaming,few_shot,250,0.5394600831,0.8,0.5312869565,0.3178958056,0.2921280627,0.15392,0.5837989288,0.128,0.4377651822,completed,true,paper_table_ratio,direct,0.9667743424,
javascript250,mistral,Mistral,renaming,oap1,250,0.2883987079,0.8,0.5377085171,0.2614032712,0.236388028,0.1000739316,0.5706711122,0.07641791045,0.5009221466,completed,true,paper_table_ratio,direct,0.5168435625,
javascript250,mistral,Mistral,renaming,oap2,250,0.2729487771,0.8,0.544,0.2823077881,0.2580990011,0.1159709025,0.5651417004,0.09437288136,0.4712697112,completed,true,paper_table_ratio,direct,0.4891555145,
javascript250,mistral,Mistral,renaming,reasoning,250,0.5325076142,0.8,0.5175277859,0.2953969345,0.2722478592,0.1352433129,0.5651417004,0.116736,0.4771620491,completed,true,paper_table_ratio,direct,0.9543147208,
javascript250,mistral,Mistral,renaming,zero_shot,250,0.558,0.8,0.544,0.3076963021,0.2806413919,0.148,0.564,0.128,0.436,direct,false,,direct,1,evaluation/javascript250/mistral_Results/combined_results_Variable_Renaming_Description.json
javascript250,mistral,Mistral,with_comments,few_shot,250,0.6925971389,1,0.6946484211,0.2989384261,0.3031517406,0.1096310999,0.4964215845,0.12296,0.2744242424,completed,true,paper_table_ratio,direct,0.9667743424,
javascript250,mistral,Mistral,with_comments,oap1,250,,,,,,,,,,n/a,false,,direct,,
javascript250,mistral,Mistral,with_comments,oap2,250,,,,,,,,,,n/a,false,,direct,,
javascript250,mistral,Mistral,with_comments,reasoning,250,0.683671066,0.9473684211,0.72,0.356096057,0.333098313,0.2234420201,0.4823199682,0.2145853659,0.2649824561,completed,true,paper_table_ratio,direct,0.9543147208,
javascript250,mistral,Mistral,with_comments,zero_shot,250,0.7164,1,0.72,0.3539380475,0.3404303491,0.236,0.468,0.212,0.256,direct,false,,direct,1,evaluation/javascript250/mistral_Results/combined_results_Data_With_Comments_Description.json
javascript250,mistral,Mistral,without_comments,few_shot,250,0.7169598523,0.8666666667,0.8196170213,0.3545610094,0.3334141082,0.2,0.4383076923,0.1661538462,0.2248979592,completed,true,paper_table_ratio,direct,0.9667743424,
javascript250,mistral,Mistral,without_comments,oap1,250,,,,,,,,,,n/a,false,,direct,,
javascript250,mistral,Mistral,without_comments,oap2,250,,,,,,,,,,n/a,false,,direct,,
javascript250,mistral,Mistral,without_comments,reasoning,250,0.707719797,0.7,0.8594042553,0.3608286191,0.3426269405,0.2,0.442716763,0.2118461538,0.2264489796,completed,true,paper_table_ratio,direct,0.9543147208,
javascript250,mistral,Mistral,without_comments,zero_shot,250,0.7416,1,0.748,0.3602587232,0.3421412557,0.24,0.444,0.216,0.228,direct,false,,direct,1,evaluation/javascript250/mistral_Results/combined_results_Data_Without_Comments_Description.json
javascript250,o4mini,O4-mini,dead_code,few_shot,250,0.8264387097,1,0.8574857143,0.3532183418,0.3470369755,0.1990526316,0.3619047619,0.1967857143,0.1824,scaled,true,paper_model_variant_ratio,direct,1.006869773,
javascript250,o4mini,O4-mini,dead_code,oap1,250,0.8291354839,1,0.8762285714,0.2051063079,0.1964247385,0.04173684211,0.2040816327,0.03935714286,0.2688,scaled,true,paper_model_variant_ratio,direct,1.010155317,
javascript250,o4mini,O4-mini,dead_code,oap2,250,0.8063354839,1,0.8668571429,0.3173973039,0.3237199451,0.1669473684,0.3455782313,0.1719285714,0.2112,scaled,true,paper_model_variant_ratio,direct,0.9823775388,
javascript250,o4mini,O4-mini,dead_code,reasoning,250,0.8171225806,1,0.82,0.3708717624,0.380056137,0.2311578947,0.3727891156,0.2133571429,0.1632,scaled,true,paper_model_variant_ratio,direct,0.9955197133,
javascript250,o4mini,O4-mini,dead_code,zero_shot,250,0.8208,1,0.82,0.3734431475,0.3775449097,0.244,0.4,0.232,0.168,direct,false,,direct,1,evaluation/javascript250/O4-mini_Results/combined_results_Dataset_DeadCode_Description.json
javascript250,o4mini,O4-mini,encryption,few_shot,250,0.8031527924,1,0.7693251534,0.3128605773,0.2787817577,0.1169747899,0.3478309859,0.1147586207,0.2660363636,scaled,true,paper_model_variant_ratio,direct,1.059009484,
javascript250,o4mini,O4-mini,encryption,oap1,250,0.7674571128,1,0.7180368098,0.230731136,0.1924034649,0.06319327731,0.3450704225,0.06813793103,0.3733090909,scaled,true,paper_model_variant_ratio,direct,1.011942396,
javascript250,o4mini,O4-mini,encryption,oap2,250,0.7714528978,1,0.7413496933,0.2809649991,0.2570591252,0.09277310924,0.3257464789,0.08606896552,0.3003636364,scaled,true,paper_model_variant_ratio,direct,1.017211099,
